"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Mus musculus","1",195154279,3558,1.82317293693571e-05,2728206152,57186
"Mus musculus","2",181755017,3877,2.13309104969576e-05,2728206152,57186
"Mus musculus","X",169476592,2690,1.58723984725867e-05,2728206152,57186
"Mus musculus","3",159745316,2956,1.85044549287442e-05,2728206152,57186
"Mus musculus","4",156860686,2941,1.87491211150256e-05,2728206152,57186
"Mus musculus","5",151758149,3356,2.21141337194354e-05,2728206152,57186
"Mus musculus","6",149588044,3231,2.15993197959056e-05,2728206152,57186
"Mus musculus","7",144995196,4835,3.33459323714422e-05,2728206152,57186
"Mus musculus","10",130530862,2707,2.07383905884265e-05,2728206152,57186
"Mus musculus","8",130127694,2626,2.018017778752e-05,2728206152,57186
"Mus musculus","14",125139656,2589,2.06888853841823e-05,2728206152,57186
"Mus musculus","9",124359700,2924,2.35124401232875e-05,2728206152,57186
"Mus musculus","11",121973369,3121,2.55875526402817e-05,2728206152,57186
"Mus musculus","13",120883175,2579,2.1334648101359e-05,2728206152,57186
"Mus musculus","12",120092757,2564,2.13501635240167e-05,2728206152,57186
"Mus musculus","15",104073951,1942,1.8659808543254e-05,2728206152,57186
"Mus musculus","16",98008968,1649,1.6824990953889e-05,2728206152,57186
"Mus musculus","17",95294699,2414,2.53319442249353e-05,2728206152,57186
"Mus musculus","Y",91455967,1637,1.78993241632883e-05,2728206152,57186
"Mus musculus","18",90720763,1441,1.58839052092188e-05,2728206152,57186
"Mus musculus","19",61420004,1458,2.3738194481394e-05,2728206152,57186
"Mus musculus","JH584299.1",953012,12,1.25916567682254e-05,2728206152,57186
"Mus musculus","GL456211.1",241735,7,2.89573293068856e-05,2728206152,57186
"Mus musculus","GL456221.1",206961,7,3.38227975319021e-05,2728206152,57186
"Mus musculus","JH584297.1",205776,3,1.45789596454397e-05,2728206152,57186
"Mus musculus","JH584296.1",199368,3,1.50475502588179e-05,2728206152,57186
"Mus musculus","GL456354.1",195993,5,2.55111151928895e-05,2728206152,57186
"Mus musculus","GL456219.1",175968,2,1.13657028550646e-05,2728206152,57186
"Mus musculus","GL456210.1",169725,5,2.94594196494329e-05,2728206152,57186
"Mus musculus","GL456212.1",153618,2,1.30193076332201e-05,2728206152,57186
