"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Chinchilla lanigera","JH721862.1",63520090,537,8.45401824839984e-06,2390852391,29261
"Chinchilla lanigera","JH721863.1",58787292,557,9.47483684058793e-06,2390852391,29261
"Chinchilla lanigera","JH721864.1",51137840,322,6.29670709595869e-06,2390852391,29261
"Chinchilla lanigera","JH721865.1",43394159,377,8.68780519516463e-06,2390852391,29261
"Chinchilla lanigera","JH721866.1",43145420,476,1.10324572109855e-05,2390852391,29261
"Chinchilla lanigera","JH721867.1",43084221,407,9.44661387750286e-06,2390852391,29261
"Chinchilla lanigera","JH721868.1",40563840,419,1.03293968223916e-05,2390852391,29261
"Chinchilla lanigera","JH721869.1",38718939,468,1.20871080687412e-05,2390852391,29261
"Chinchilla lanigera","JH721870.1",37112053,339,9.13449870315717e-06,2390852391,29261
"Chinchilla lanigera","JH721871.1",36757452,340,9.24982504227986e-06,2390852391,29261
"Chinchilla lanigera","JH721872.1",36051385,453,1.25653979729212e-05,2390852391,29261
"Chinchilla lanigera","JH721874.1",33879094,530,1.56438658011339e-05,2390852391,29261
"Chinchilla lanigera","JH721873.1",33761702,604,1.78900933371191e-05,2390852391,29261
"Chinchilla lanigera","JH721875.1",33208412,471,1.41831533528312e-05,2390852391,29261
"Chinchilla lanigera","JH721876.1",31830809,405,1.27235220443188e-05,2390852391,29261
"Chinchilla lanigera","JH721877.1",31710007,280,8.83002012582337e-06,2390852391,29261
"Chinchilla lanigera","JH721878.1",30750820,303,9.85339577936458e-06,2390852391,29261
"Chinchilla lanigera","JH721880.1",30225952,422,1.39615122792493e-05,2390852391,29261
"Chinchilla lanigera","JH721881.1",30177268,226,7.48908085384005e-06,2390852391,29261
"Chinchilla lanigera","JH721879.1",30119850,370,1.2284257723727e-05,2390852391,29261
"Chinchilla lanigera","JH721882.1",29716969,604,2.03250876628771e-05,2390852391,29261
"Chinchilla lanigera","JH721883.1",29017954,295,1.01661199132096e-05,2390852391,29261
"Chinchilla lanigera","JH721884.1",28497232,332,1.16502543124188e-05,2390852391,29261
"Chinchilla lanigera","JH721885.1",27838296,249,8.94451298312224e-06,2390852391,29261
"Chinchilla lanigera","JH721886.1",27046229,162,5.98974444829259e-06,2390852391,29261
"Chinchilla lanigera","JH721888.1",25933912,173,6.67080230703336e-06,2390852391,29261
"Chinchilla lanigera","JH721887.1",25788011,286,1.10904249265288e-05,2390852391,29261
"Chinchilla lanigera","JH721889.1",23936731,269,1.12379589343257e-05,2390852391,29261
"Chinchilla lanigera","JH721890.1",23898338,200,8.36878279987504e-06,2390852391,29261
"Chinchilla lanigera","JH721892.1",23832106,224,9.39908541863652e-06,2390852391,29261
