"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Fukomys damarensis","KN122054.1",22231620,334,1.50236464998952e-05,2333892479,33562
"Fukomys damarensis","KN122106.1",20148509,332,1.64776460630412e-05,2333892479,33562
"Fukomys damarensis","KN123630.1",19261668,113,5.86657396441471e-06,2333892479,33562
"Fukomys damarensis","KN122569.1",19027027,245,1.28764204728358e-05,2333892479,33562
"Fukomys damarensis","KN122016.1",18762850,217,1.15654071742832e-05,2333892479,33562
"Fukomys damarensis","KN122104.1",17920974,372,2.07578003293794e-05,2333892479,33562
"Fukomys damarensis","KN121850.1",17696928,209,1.18099593330549e-05,2333892479,33562
"Fukomys damarensis","KN124048.1",15823062,142,8.97424278562519e-06,2333892479,33562
"Fukomys damarensis","KN123755.1",15348459,336,2.18914485161018e-05,2333892479,33562
"Fukomys damarensis","KN122382.1",14703830,145,9.86137625366996e-06,2333892479,33562
"Fukomys damarensis","KN125438.1",14674647,147,1.00172767358561e-05,2333892479,33562
"Fukomys damarensis","KN122228.1",14586769,195,1.33682791576394e-05,2333892479,33562
"Fukomys damarensis","KN123809.1",14329585,188,1.31197100264941e-05,2333892479,33562
"Fukomys damarensis","KN121538.1",14042794,140,9.96952600743129e-06,2333892479,33562
"Fukomys damarensis","KN123358.1",13930272,233,1.67261629923666e-05,2333892479,33562
"Fukomys damarensis","KN125406.1",12976642,144,1.10968615763616e-05,2333892479,33562
"Fukomys damarensis","KN123337.1",12320346,196,1.59086441241179e-05,2333892479,33562
"Fukomys damarensis","KN123629.1",12305956,190,1.54396781525954e-05,2333892479,33562
"Fukomys damarensis","KN121930.1",12294903,173,1.4070871482272e-05,2333892479,33562
"Fukomys damarensis","KN123762.1",12258079,201,1.63973490462902e-05,2333892479,33562
"Fukomys damarensis","KN124869.1",12238657,205,1.67502038826646e-05,2333892479,33562
"Fukomys damarensis","KN124353.1",12160816,140,1.15123853530881e-05,2333892479,33562
"Fukomys damarensis","KN124472.1",12063405,175,1.45066836436313e-05,2333892479,33562
"Fukomys damarensis","KN122191.1",12063256,137,1.13568011820358e-05,2333892479,33562
"Fukomys damarensis","KN122369.1",11951376,93,7.78153076265026e-06,2333892479,33562
"Fukomys damarensis","KN121161.1",11540480,156,1.35176353149956e-05,2333892479,33562
"Fukomys damarensis","KN124866.1",11482743,165,1.43693889169165e-05,2333892479,33562
"Fukomys damarensis","KN122100.1",11176156,118,1.055819192216e-05,2333892479,33562
"Fukomys damarensis","KN120688.1",11060490,123,1.11206646360152e-05,2333892479,33562
"Fukomys damarensis","KN122017.1",10874107,77,7.08104122940854e-06,2333892479,33562
"Fukomys damarensis","KN122430.1",10810134,120,1.11006949590079e-05,2333892479,33562
"Fukomys damarensis","KN120636.1",10487584,182,1.73538538523267e-05,2333892479,33562
"Fukomys damarensis","KN123095.1",10474385,138,1.31749978638364e-05,2333892479,33562
"Fukomys damarensis","KN124851.1",10455881,162,1.54936728908831e-05,2333892479,33562
"Fukomys damarensis","KN122620.1",10291806,102,9.91079699714511e-06,2333892479,33562
"Fukomys damarensis","KN122849.1",9960353,109,1.09433872474198e-05,2333892479,33562
"Fukomys damarensis","KN124514.1",9908489,197,1.98819416361062e-05,2333892479,33562
"Fukomys damarensis","KN122859.1",9868745,110,1.11463007707667e-05,2333892479,33562
"Fukomys damarensis","KN122563.1",9816311,97,9.88151251524121e-06,2333892479,33562
"Fukomys damarensis","KN125342.1",9801401,161,1.64262231491192e-05,2333892479,33562
"Fukomys damarensis","KN123961.1",9788437,65,6.64048815965205e-06,2333892479,33562
"Fukomys damarensis","KN121896.1",9744432,257,2.63740359622808e-05,2333892479,33562
"Fukomys damarensis","KN122133.1",9729311,142,1.45950725596088e-05,2333892479,33562
"Fukomys damarensis","KN125466.1",9727995,106,1.08963871794753e-05,2333892479,33562
"Fukomys damarensis","KN122776.1",9663506,338,3.49769534990717e-05,2333892479,33562
"Fukomys damarensis","KN123014.1",9498425,132,1.38970408251894e-05,2333892479,33562
"Fukomys damarensis","KN122654.1",9380449,103,1.09802846324307e-05,2333892479,33562
"Fukomys damarensis","KN122864.1",9297612,115,1.23687673781182e-05,2333892479,33562
"Fukomys damarensis","KN122248.1",9157972,126,1.37585046121565e-05,2333892479,33562
"Fukomys damarensis","KN121399.1",9078310,91,1.00238921120781e-05,2333892479,33562
"Fukomys damarensis","KN120575.1",9041050,108,1.19455151779937e-05,2333892479,33562
"Fukomys damarensis","KN122446.1",8900116,95,1.06740181813361e-05,2333892479,33562
"Fukomys damarensis","KN122666.1",8892586,127,1.4281559942181e-05,2333892479,33562
"Fukomys damarensis","KN120969.1",8801956,98,1.11338888765179e-05,2333892479,33562
"Fukomys damarensis","KN123330.1",8792124,138,1.5695865981872e-05,2333892479,33562
"Fukomys damarensis","KN123344.1",8729499,66,7.56057134550333e-06,2333892479,33562
