"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Phasianus colchicus","QCWP01003928.1",42030034,516,1.22769351078802e-05,1017507340,22420
"Phasianus colchicus","QCWP01000032.1",39646710,472,1.19051492545031e-05,1017507340,22420
"Phasianus colchicus","QCWP01000007.1",32490902,537,1.65277036630131e-05,1017507340,22420
"Phasianus colchicus","QCWP01000028.1",29443388,503,1.70836318157408e-05,1017507340,22420
"Phasianus colchicus","QCWP01000045.1",27585135,347,1.25792387820469e-05,1017507340,22420
"Phasianus colchicus","QCWP01000055.1",21546620,436,2.02351923410725e-05,1017507340,22420
"Phasianus colchicus","QCWP01000043.1",20225739,343,1.69585892510528e-05,1017507340,22420
"Phasianus colchicus","QCWP01000027.1",19666662,496,2.52203449675395e-05,1017507340,22420
"Phasianus colchicus","QCWP01000019.1",19258630,303,1.5733206359954e-05,1017507340,22420
"Phasianus colchicus","QCWP01038234.1",19243398,481,2.49955854989852e-05,1017507340,22420
"Phasianus colchicus","QCWP01037327.1",17647117,223,1.26366250079262e-05,1017507340,22420
"Phasianus colchicus","QCWP01000010.1",16651184,331,1.98784663000541e-05,1017507340,22420
"Phasianus colchicus","QCWP01000110.1",16357367,414,2.53096968479096e-05,1017507340,22420
"Phasianus colchicus","QCWP01000099.1",15416657,354,2.29621765600675e-05,1017507340,22420
"Phasianus colchicus","QCWP01000034.1",15258754,193,1.26484770643789e-05,1017507340,22420
"Phasianus colchicus","QCWP01000079.1",14886617,268,1.80027470311085e-05,1017507340,22420
"Phasianus colchicus","QCWP01038235.1",14883166,235,1.57896512072767e-05,1017507340,22420
"Phasianus colchicus","QCWP01000044.1",14600140,249,1.70546309829906e-05,1017507340,22420
"Phasianus colchicus","QCWP01000051.1",14450242,249,1.72315453263689e-05,1017507340,22420
"Phasianus colchicus","QCWP01000057.1",14070707,385,2.73618091827227e-05,1017507340,22420
"Phasianus colchicus","QCWP01000008.1",13557065,303,2.23499702922425e-05,1017507340,22420
"Phasianus colchicus","QCWP01037329.1",13304116,201,1.51081063935402e-05,1017507340,22420
"Phasianus colchicus","QCWP01000050.1",12714048,433,3.40568165229516e-05,1017507340,22420
"Phasianus colchicus","QCWP01000001.1",12018271,134,1.11496903339923e-05,1017507340,22420
"Phasianus colchicus","QCWP01000021.1",11443325,114,9.96213950053852e-06,1017507340,22420
