"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Zosterops lateralis melanops","LAII01000001.1",15146312,145,9.57328754352875e-06,1036003386,14766
"Zosterops lateralis melanops","LAII01000002.1",11710427,190,1.62248567024926e-05,1036003386,14766
"Zosterops lateralis melanops","LAII01000003.1",10855354,249,2.29379898619612e-05,1036003386,14766
"Zosterops lateralis melanops","LAII01000004.1",10759109,164,1.52428979016757e-05,1036003386,14766
"Zosterops lateralis melanops","LAII01000005.1",10442077,120,1.14919665886394e-05,1036003386,14766
"Zosterops lateralis melanops","LAII01000006.1",10369376,157,1.51407374947152e-05,1036003386,14766
"Zosterops lateralis melanops","LAII01000007.1",10101451,104,1.02955506095114e-05,1036003386,14766
"Zosterops lateralis melanops","LAII01000008.1",9963541,144,1.44526930736773e-05,1036003386,14766
"Zosterops lateralis melanops","LAII01000009.1",9896429,140,1.41465168900823e-05,1036003386,14766
"Zosterops lateralis melanops","LAII01000010.1",9679279,80,8.2650784216469e-06,1036003386,14766
"Zosterops lateralis melanops","LAII01000011.1",9587595,108,1.12645559183507e-05,1036003386,14766
"Zosterops lateralis melanops","LAII01000012.1",9493981,147,1.54834942264999e-05,1036003386,14766
"Zosterops lateralis melanops","LAII01000013.1",9383858,116,1.2361653383928e-05,1036003386,14766
"Zosterops lateralis melanops","LAII01000014.1",8710219,55,6.31442217468929e-06,1036003386,14766
"Zosterops lateralis melanops","LAII01000015.1",8636386,60,6.94735043107152e-06,1036003386,14766
"Zosterops lateralis melanops","LAII01000016.1",8489348,77,9.07019007820153e-06,1036003386,14766
"Zosterops lateralis melanops","LAII01000017.1",8031017,68,8.46717171685728e-06,1036003386,14766
"Zosterops lateralis melanops","LAII01000018.1",8030202,157,1.95511893723221e-05,1036003386,14766
"Zosterops lateralis melanops","LAII01000019.1",7756404,129,1.66314183737722e-05,1036003386,14766
