"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Cyprinodon variegatus","KL652500.1",4516015,83,1.83790354992178e-05,1035167975,23458
"Cyprinodon variegatus","KL652501.1",3735821,103,2.75709141310571e-05,1035167975,23458
"Cyprinodon variegatus","KL652502.1",3397602,124,3.64963288813699e-05,1035167975,23458
"Cyprinodon variegatus","KL652503.1",3333070,24,7.20056884493875e-06,1035167975,23458
"Cyprinodon variegatus","KL652504.1",3291551,110,3.34188958336055e-05,1035167975,23458
"Cyprinodon variegatus","KL652505.1",3169797,55,1.73512688667445e-05,1035167975,23458
"Cyprinodon variegatus","KL652506.1",3147773,59,1.87434100235309e-05,1035167975,23458
"Cyprinodon variegatus","KL652507.1",3048408,65,2.1322605110602e-05,1035167975,23458
"Cyprinodon variegatus","KL652526.1",2943041,58,1.97075066232513e-05,1035167975,23458
"Cyprinodon variegatus","KL652508.1",2923728,51,1.74434831147083e-05,1035167975,23458
"Cyprinodon variegatus","KL652509.1",2910258,76,2.61145231797318e-05,1035167975,23458
"Cyprinodon variegatus","KL652510.1",2864925,52,1.81505624056476e-05,1035167975,23458
"Cyprinodon variegatus","KL652511.1",2849033,77,2.7026713976286e-05,1035167975,23458
"Cyprinodon variegatus","KL652512.1",2799187,59,2.10775485882151e-05,1035167975,23458
"Cyprinodon variegatus","KL652513.1",2716337,20,7.36285667058248e-06,1035167975,23458
"Cyprinodon variegatus","KL652514.1",2690825,59,2.1926360874453e-05,1035167975,23458
"Cyprinodon variegatus","KL652515.1",2680908,74,2.76025883767738e-05,1035167975,23458
"Cyprinodon variegatus","KL652516.1",2645025,66,2.49525051748093e-05,1035167975,23458
"Cyprinodon variegatus","KL652517.1",2622804,53,2.02073811081575e-05,1035167975,23458
"Cyprinodon variegatus","KL652518.1",2583961,58,2.24461592106073e-05,1035167975,23458
"Cyprinodon variegatus","KL652519.1",2569202,53,2.06289735100627e-05,1035167975,23458
"Cyprinodon variegatus","KL652520.1",2501271,35,1.39928860167491e-05,1035167975,23458
"Cyprinodon variegatus","KL652521.1",2484699,63,2.53551838673417e-05,1035167975,23458
"Cyprinodon variegatus","KL652522.1",2484553,45,1.81119098686967e-05,1035167975,23458
"Cyprinodon variegatus","KL652523.1",2470021,50,2.02427428754654e-05,1035167975,23458
"Cyprinodon variegatus","KL652524.1",2451106,94,3.83500346374249e-05,1035167975,23458
"Cyprinodon variegatus","KL652525.1",2447934,47,1.91998640486222e-05,1035167975,23458
"Cyprinodon variegatus","KL652529.1",2431270,60,2.46784602286048e-05,1035167975,23458
"Cyprinodon variegatus","KL652530.1",2306393,75,3.25183088918497e-05,1035167975,23458
"Cyprinodon variegatus","KL652527.1",2302425,41,1.78073118559779e-05,1035167975,23458
"Cyprinodon variegatus","KL652528.1",2293852,69,3.00804062337064e-05,1035167975,23458
"Cyprinodon variegatus","KL652531.1",2264347,66,2.91474760714678e-05,1035167975,23458
"Cyprinodon variegatus","KL652532.1",2262581,28,1.23752475601978e-05,1035167975,23458
"Cyprinodon variegatus","KL652533.1",2236311,29,1.29677848921729e-05,1035167975,23458
"Cyprinodon variegatus","KL652534.1",2209667,54,2.44380714379135e-05,1035167975,23458
"Cyprinodon variegatus","KL652535.1",2193938,72,3.28177004090362e-05,1035167975,23458
"Cyprinodon variegatus","KL652536.1",2179437,37,1.69768614555043e-05,1035167975,23458
"Cyprinodon variegatus","KL652537.1",2176960,44,2.02116713214758e-05,1035167975,23458
"Cyprinodon variegatus","KL652538.1",2145532,73,3.40241953976916e-05,1035167975,23458
"Cyprinodon variegatus","KL652539.1",2138463,61,2.85251603605019e-05,1035167975,23458
"Cyprinodon variegatus","KL652540.1",2117985,33,1.55808468898505e-05,1035167975,23458
"Cyprinodon variegatus","KL652541.1",2116283,45,2.12636967740137e-05,1035167975,23458
"Cyprinodon variegatus","KL652542.1",2116108,25,1.18141418112875e-05,1035167975,23458
"Cyprinodon variegatus","KL652543.1",2105470,20,9.49906671669508e-06,1035167975,23458
"Cyprinodon variegatus","KL652544.1",2104592,73,3.46860579152634e-05,1035167975,23458
"Cyprinodon variegatus","KL652545.1",2098596,51,2.43019618830876e-05,1035167975,23458
"Cyprinodon variegatus","KL652546.1",2076901,63,3.03336557688595e-05,1035167975,23458
"Cyprinodon variegatus","KL652547.1",2014874,82,4.06973339275806e-05,1035167975,23458
