"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Coturnix japonica","1",175656249,2850,1.62248711117587e-05,927640260,21561
"Coturnix japonica","2",134823679,1994,1.47896869065559e-05,927640260,21561
"Coturnix japonica","3",100941466,1728,1.71188320169632e-05,927640260,21561
"Coturnix japonica","4",82189922,1555,1.89195945459104e-05,927640260,21561
"Coturnix japonica","Z",67000979,1095,1.6343044778495e-05,927640260,21561
"Coturnix japonica","5",54019043,1227,2.27142120973894e-05,927640260,21561
"Coturnix japonica","7",33419797,682,2.04070659076714e-05,927640260,21561
"Coturnix japonica","6",31416776,708,2.25357305918341e-05,927640260,21561
"Coturnix japonica","8",26894524,656,2.43915824648914e-05,927640260,21561
"Coturnix japonica","9",21326773,598,2.80398726989779e-05,927640260,21561
"Coturnix japonica","10",18483700,518,2.80246920259472e-05,927640260,21561
"Coturnix japonica","11",17799862,506,2.84271866826833e-05,927640260,21561
"Coturnix japonica","12",17221944,426,2.47358834751756e-05,927640260,21561
"Coturnix japonica","13",15706747,453,2.88411088559585e-05,927640260,21561
"Coturnix japonica","14",12824963,460,3.5867549871294e-05,927640260,21561
"Coturnix japonica","20",12446475,430,3.45479342544777e-05,927640260,21561
"Coturnix japonica","15",11697260,424,3.62478050415225e-05,927640260,21561
"Coturnix japonica","18",9547476,343,3.5925725291166e-05,927640260,21561
"Coturnix japonica","17",8971062,333,3.71193510868613e-05,927640260,21561
"Coturnix japonica","19",8760791,358,4.08638900300213e-05,927640260,21561
"Coturnix japonica","21",5945000,284,4.7771236333053e-05,927640260,21561
"Coturnix japonica","24",5496777,191,3.47476348412897e-05,927640260,21561
"Coturnix japonica","23",5051087,280,5.54336126065538e-05,927640260,21561
"Coturnix japonica","26",4932196,295,5.9811086177435e-05,927640260,21561
"Coturnix japonica","27",4779900,332,6.94575200317998e-05,927640260,21561
"Coturnix japonica","22",4126574,208,5.04050090947115e-05,927640260,21561
"Coturnix japonica","28",4019625,316,7.8614298597506e-05,927640260,21561
"Coturnix japonica","25",2511919,258,0.000102710318286537,927640260,21561
"Coturnix japonica","LGE22C19W28_E50C23",1780026,177,9.94367498002838e-05,927640260,21561
"Coturnix japonica","KQ966684.1",620475,51,8.2195092469479e-05,927640260,21561
"Coturnix japonica","LGE64",584530,32,5.47448377328794e-05,927640260,21561
"Coturnix japonica","KQ966658.1",556983,49,8.79739597079265e-05,927640260,21561
"Coturnix japonica","16",344938,45,0.000130458227275626,927640260,21561
"Coturnix japonica","KQ966686.1",280310,11,3.92422674895651e-05,927640260,21561
"Coturnix japonica","KQ966688.1",270125,4,1.4807959278112e-05,927640260,21561
"Coturnix japonica","KQ966700.1",211750,12,5.66706021251476e-05,927640260,21561
"Coturnix japonica","KQ966687.1",208590,13,6.23232177956757e-05,927640260,21561
"Coturnix japonica","KQ966691.1",200809,13,6.4738134246971e-05,927640260,21561
"Coturnix japonica","KQ966689.1",196254,8,4.07635003617761e-05,927640260,21561
"Coturnix japonica","KQ966690.1",187889,6,3.19337481172394e-05,927640260,21561
"Coturnix japonica","KQ966697.1",174981,12,6.85788742777787e-05,927640260,21561
"Coturnix japonica","KQ966692.1",173694,21,0.000120902276417147,927640260,21561
"Coturnix japonica","KQ966693.1",159395,5,3.13686125662662e-05,927640260,21561
"Coturnix japonica","KQ966699.1",155229,17,0.000109515618859878,927640260,21561
"Coturnix japonica","KQ966694.1",154463,9,5.82663809455986e-05,927640260,21561
"Coturnix japonica","KQ966696.1",152998,6,3.92161989045608e-05,927640260,21561
"Coturnix japonica","KQ966695.1",152966,19,0.00012421060889348,927640260,21561
"Coturnix japonica","KQ966807.1",139629,4,2.86473440331163e-05,927640260,21561
"Coturnix japonica","KQ966698.1",132747,8,6.02650154052446e-05,927640260,21561
"Coturnix japonica","KQ966701.1",131347,2,1.52268418768605e-05,927640260,21561
"Coturnix japonica","KQ966702.1",128542,6,4.66773505935803e-05,927640260,21561
"Coturnix japonica","KQ966703.1",126340,7,5.54060471742916e-05,927640260,21561
"Coturnix japonica","KQ966733.1",125169,5,3.99459930174404e-05,927640260,21561
"Coturnix japonica","W",122254,5,4.08984573101903e-05,927640260,21561
"Coturnix japonica","KQ966704.1",120772,3,2.48401947471268e-05,927640260,21561
"Coturnix japonica","KQ966705.1",117646,2,1.7000153001377e-05,927640260,21561
"Coturnix japonica","KQ966708.1",117005,6,5.12798598350498e-05,927640260,21561
"Coturnix japonica","KQ966706.1",112409,20,0.000177921696661299,927640260,21561
"Coturnix japonica","KQ966707.1",111873,6,5.36322437049154e-05,927640260,21561
"Coturnix japonica","KQ966709.1",109530,8,7.30393499497855e-05,927640260,21561
"Coturnix japonica","KQ966710.1",105207,3,2.85152128660641e-05,927640260,21561
