"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Numida meleagris","1",194437802,3136,1.61285509697338e-05,1043247365,23257
"Numida meleagris","2",147128157,2237,1.52044316031227e-05,1043247365,23257
"Numida meleagris","3",112045409,1903,1.69841854029021e-05,1043247365,23257
"Numida meleagris","4",97484820,1844,1.89157655520111e-05,1043247365,23257
"Numida meleagris","Z",75253249,1137,1.51089822048746e-05,1043247365,23257
"Numida meleagris","5",71586700,1486,2.07580458381236e-05,1043247365,23257
"Numida meleagris","6",61178980,1285,2.10039461265945e-05,1043247365,23257
"Numida meleagris","7",30184877,686,2.2726612402628e-05,1043247365,23257
"Numida meleagris","9",20192527,502,2.4860682370265e-05,1043247365,23257
"Numida meleagris","11",20042104,453,2.26024173909087e-05,1043247365,23257
"Numida meleagris","10",19763385,523,2.64630780607674e-05,1043247365,23257
"Numida meleagris","8",19549463,496,2.53715408960338e-05,1043247365,23257
"Numida meleagris","12",17892257,476,2.66036867232569e-05,1043247365,23257
"Numida meleagris","13",15549469,481,3.09335321997169e-05,1043247365,23257
"Numida meleagris","19",14019296,450,3.20986160788673e-05,1043247365,23257
"Numida meleagris","14",13198683,437,3.31093640176069e-05,1043247365,23257
"Numida meleagris","17",10643954,372,3.49494182331115e-05,1043247365,23257
"Numida meleagris","16",10368520,370,3.56849386411947e-05,1043247365,23257
"Numida meleagris","18",10219231,382,3.73805034840684e-05,1043247365,23257
"Numida meleagris","20",7000625,283,4.04249620569592e-05,1043247365,23257
"Numida meleagris","23",6529417,221,3.38468197084058e-05,1043247365,23257
"Numida meleagris","22",5986824,304,5.07781755401528e-05,1043247365,23257
"Numida meleagris","25",5495279,295,5.36824426930826e-05,1043247365,23257
"Numida meleagris","27",5069901,348,6.86403935698153e-05,1043247365,23257
"Numida meleagris","26",4768521,288,6.03960850754353e-05,1043247365,23257
"Numida meleagris","21",4685633,202,4.31105039596571e-05,1043247365,23257
"Numida meleagris","24",2143333,212,9.89113684154539e-05,1043247365,23257
"Numida meleagris","MTSP01000114.1",2016025,36,1.78569214171451e-05,1043247365,23257
"Numida meleagris","32",1443594,111,7.6891425151393e-05,1043247365,23257
"Numida meleagris","MTSP01000160.1",1347688,19,1.40982185787808e-05,1043247365,23257
"Numida meleagris","MTSP01000175.1",1166004,57,4.88849094857308e-05,1043247365,23257
