"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Neovison vison","FNWR01000001.1",40310764,356,8.83138806299975e-06,2447189291,24526
"Neovison vison","FNWR01000002.1",30156051,195,6.46636391482426e-06,2447189291,24526
"Neovison vison","FNWR01000008.1",26731492,253,9.46449229246164e-06,2447189291,24526
"Neovison vison","FNWR01000007.1",25673623,267,1.03997787924205e-05,2447189291,24526
"Neovison vison","FNWR01000004.1",24583572,248,1.00880376537633e-05,2447189291,24526
"Neovison vison","FNWR01000003.1",24295723,272,1.11953861179599e-05,2447189291,24526
"Neovison vison","FNWR01000025.1",23883084,187,7.82980958405539e-06,2447189291,24526
"Neovison vison","FNWR01000005.1",23566322,177,7.5107180492569e-06,2447189291,24526
"Neovison vison","FNWR01000010.1",22650837,400,1.76593915712695e-05,2447189291,24526
"Neovison vison","FNWR01000006.1",20477632,113,5.51821616874451e-06,2447189291,24526
"Neovison vison","FNWR01000036.1",19096779,203,1.06300648920952e-05,2447189291,24526
"Neovison vison","FNWR01000023.1",17262271,98,5.67712093038048e-06,2447189291,24526
"Neovison vison","FNWR01000030.1",17225493,108,6.26977701015582e-06,2447189291,24526
"Neovison vison","FNWR01000016.1",16860163,195,1.15657244832093e-05,2447189291,24526
"Neovison vison","FNWR01000041.1",16621296,145,8.72374813612609e-06,2447189291,24526
"Neovison vison","FNWR01000064.1",16237510,78,4.80369219172151e-06,2447189291,24526
"Neovison vison","FNWR01000035.1",15824318,97,6.1298060365066e-06,2447189291,24526
"Neovison vison","FNWR01000009.1",15524770,160,1.03061108151683e-05,2447189291,24526
"Neovison vison","FNWR01000011.1",13970070,91,6.51392584289127e-06,2447189291,24526
"Neovison vison","FNWR01000012.1",13875073,145,1.04503954681896e-05,2447189291,24526
"Neovison vison","FNWR01000073.1",13698248,81,5.91316495364955e-06,2447189291,24526
"Neovison vison","FNWR01000013.1",13687865,74,5.40624852743653e-06,2447189291,24526
"Neovison vison","FNWR01000014.1",13624860,104,7.63310595485018e-06,2447189291,24526
"Neovison vison","FNWR01000015.1",13471667,42,3.11765425912027e-06,2447189291,24526
"Neovison vison","FNWR01000020.1",13461652,70,5.1999561420842e-06,2447189291,24526
"Neovison vison","FNWR01000022.1",13415890,187,1.39386950847093e-05,2447189291,24526
"Neovison vison","FNWR01000017.1",13406898,107,7.98096621604789e-06,2447189291,24526
"Neovison vison","FNWR01000018.1",13255010,214,1.61448388194351e-05,2447189291,24526
"Neovison vison","FNWR01000031.1",13067163,95,7.27013200952648e-06,2447189291,24526
"Neovison vison","FNWR01000019.1",13057854,131,1.00322763602656e-05,2447189291,24526
