"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Naja naja","1",375026955,3661,9.76196497662415e-06,1768535092,19194
"Naja naja","2",309871788,3293,1.06269758252403e-05,1768535092,19194
"Naja naja","3",224088900,2186,9.75505703316853e-06,1768535092,19194
"Naja naja","4",191024962,1717,8.98835409793198e-06,1768535092,19194
"Naja naja","Z",154607413,1718,1.11120156961685e-05,1768535092,19194
"Naja naja","5",62775154,667,1.06252228389595e-05,1768535092,19194
"Naja naja","6",54008553,401,7.42474992803455e-06,1768535092,19194
"Naja naja","7",53796468,669,1.24357606525395e-05,1768535092,19194
"Naja naja","MIC_1",32026552,454,1.41757376816586e-05,1768535092,19194
"Naja naja","MIC_2",30264392,272,8.98745958616978e-06,1768535092,19194
"Naja naja","MIC_3",29932115,627,2.09474004760439e-05,1768535092,19194
"Naja naja","MIC_4",25974797,382,1.47065634430175e-05,1768535092,19194
"Naja naja","MIC_5",25174854,343,1.36247066219331e-05,1768535092,19194
"Naja naja","MIC_6",23367679,416,1.78023671071483e-05,1768535092,19194
"Naja naja","MIC_7",20042958,423,2.11046692808517e-05,1768535092,19194
"Naja naja","MIC_8",17750283,451,2.54080456069348e-05,1768535092,19194
"Naja naja","MIC_9",15339066,432,2.81633836114924e-05,1768535092,19194
"Naja naja","MIC_10",11847348,306,2.58285651776246e-05,1768535092,19194
"Naja naja","MIC_11",10772589,248,2.30213925361861e-05,1768535092,19194
"Naja naja","SOZL01000018.1",6454476,3,4.64793733836798e-07,1768535092,19194
"Naja naja","SOZL01000007.1",3340520,12,3.59225509800869e-06,1768535092,19194
"Naja naja","SOZL01000005.1",2385821,6,2.51485756894587e-06,1768535092,19194
"Naja naja","SOZL01000010.1",2048268,3,1.46465208654336e-06,1768535092,19194
"Naja naja","SOZL01000008.1",1494857,5,3.34480154289006e-06,1768535092,19194
"Naja naja","SOZL01000022.1",1456815,3,2.05928686895728e-06,1768535092,19194
"Naja naja","SOZL01000004.1",1178559,2,1.69698759247522e-06,1768535092,19194
"Naja naja","SOZL01000024.1",1169124,3,2.5660237921726e-06,1768535092,19194
"Naja naja","SOZL01000030.1",1130288,2,1.76946052687457e-06,1768535092,19194
"Naja naja","SOZL01000014.1",802355,3,3.7389933383602e-06,1768535092,19194
"Naja naja","SOZL01001854.1",749392,19,2.53538868843009e-05,1768535092,19194
"Naja naja","SOZL01000352.1",679388,2,2.94382591391076e-06,1768535092,19194
