"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Physeter catodon","11",182843547,1653,9.04051593354837e-06,2512132974,22820
"Physeter catodon","8",161983147,1061,6.55006412488084e-06,2512132974,22820
"Physeter catodon","7",158831508,892,5.61601417270432e-06,2512132974,22820
"Physeter catodon","4",147307960,1299,8.81826073757318e-06,2512132974,22820
"Physeter catodon","1",145741392,812,5.57151258717222e-06,2512132974,22820
"Physeter catodon","2",138938390,1192,8.57934225378601e-06,2512132974,22820
"Physeter catodon","14",132988635,1849,1.39034437040428e-05,2512132974,22820
"Physeter catodon","20",123176288,894,7.25789041475255e-06,2512132974,22820
"Physeter catodon","21",122182240,905,7.40696847594217e-06,2512132974,22820
"Physeter catodon","9",108825865,771,7.08471281160963e-06,2512132974,22820
"Physeter catodon","18",108757679,1191,1.09509508749263e-05,2512132974,22820
"Physeter catodon","5",108038726,732,6.77534831352973e-06,2512132974,22820
"Physeter catodon","16",104445197,947,9.06695594628444e-06,2512132974,22820
"Physeter catodon","6",100269799,940,9.37470713389981e-06,2512132974,22820
"Physeter catodon","12",91207052,693,7.59809669103218e-06,2512132974,22820
"Physeter catodon","13",88519225,568,6.41668518900838e-06,2512132974,22820
"Physeter catodon","19",88490461,690,7.79745062012955e-06,2512132974,22820
"Physeter catodon","10",88025566,497,5.64608695614635e-06,2512132974,22820
"Physeter catodon","15",81469695,485,5.95313386161566e-06,2512132974,22820
"Physeter catodon","17",55761687,890,1.59607796657945e-05,2512132974,22820
"Physeter catodon","3",32278195,511,1.58311206683026e-05,2512132974,22820
"Physeter catodon","ML160719.1",408027,19,4.65655459075012e-05,2512132974,22820
"Physeter catodon","ML160720.1",325000,16,4.92307692307692e-05,2512132974,22820
"Physeter catodon","ML160722.1",3e+05,22,7.33333333333333e-05,2512132974,22820
"Physeter catodon","ML160723.1",293656,17,5.78908655024927e-05,2512132974,22820
"Physeter catodon","ML160724.1",275238,19,6.90311657547286e-05,2512132974,22820
"Physeter catodon","ML160725.1",275000,27,9.81818181818182e-05,2512132974,22820
"Physeter catodon","ML160726.1",274285,13,4.73959567603041e-05,2512132974,22820
"Physeter catodon","ML160727.1",254147,13,5.11514989356554e-05,2512132974,22820
"Physeter catodon","ML160728.1",251280,13,5.17351162050302e-05,2512132974,22820
"Physeter catodon","ML160729.1",250000,10,4e-05,2512132974,22820
"Physeter catodon","ML160731.1",232600,23,9.88822012037833e-05,2512132974,22820
"Physeter catodon","ML160732.1",232358,11,4.73407414420851e-05,2512132974,22820
"Physeter catodon","ML160733.1",230648,7,3.03492768200895e-05,2512132974,22820
"Physeter catodon","ML160734.1",225000,3,1.33333333333333e-05,2512132974,22820
"Physeter catodon","ML160735.1",225000,25,0.000111111111111111,2512132974,22820
"Physeter catodon","ML160736.1",208725,8,3.83279434662834e-05,2512132974,22820
"Physeter catodon","ML160737.1",207172,6,2.89614426659973e-05,2512132974,22820
"Physeter catodon","ML160738.1",201000,5,2.48756218905473e-05,2512132974,22820
"Physeter catodon","ML160739.1",2e+05,14,7e-05,2512132974,22820
