"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Malurus cyaneus samueli","2",163994238,1851,1.12869819243283e-05,1078874851,16089
"Malurus cyaneus samueli","1",125327729,1344,1.07238837783457e-05,1078874851,16089
"Malurus cyaneus samueli","3",108862264,1141,1.04811342156176e-05,1078874851,16089
"Malurus cyaneus samueli","4",72114811,840,1.1648092650482e-05,1078874851,16089
"Malurus cyaneus samueli","Z",68919493,623,9.03953254560361e-06,1078874851,16089
"Malurus cyaneus samueli","1A",68113514,866,1.27140702210724e-05,1078874851,16089
"Malurus cyaneus samueli","5",54648960,933,1.70726030284931e-05,1078874851,16089
"Malurus cyaneus samueli","7",35833528,539,1.50417787497787e-05,1078874851,16089
"Malurus cyaneus samueli","6",33730512,543,1.60981843382632e-05,1078874851,16089
"Malurus cyaneus samueli","8",30903845,552,1.78618550539585e-05,1078874851,16089
"Malurus cyaneus samueli","9",24524688,468,1.90828115733827e-05,1078874851,16089
"Malurus cyaneus samueli","12",21599073,370,1.7130364807786e-05,1078874851,16089
"Malurus cyaneus samueli","10",20322568,428,2.10603305645231e-05,1078874851,16089
"Malurus cyaneus samueli","11",19365417,308,1.59046407314648e-05,1078874851,16089
"Malurus cyaneus samueli","14",19339659,506,2.61638532509803e-05,1078874851,16089
"Malurus cyaneus samueli","13",19041980,399,2.0953703343875e-05,1078874851,16089
"Malurus cyaneus samueli","4A",18590865,306,1.64596967381561e-05,1078874851,16089
"Malurus cyaneus samueli","20",14958557,367,2.45344520865215e-05,1078874851,16089
"Malurus cyaneus samueli","15",14687692,383,2.60762548670002e-05,1078874851,16089
"Malurus cyaneus samueli","17",12352952,316,2.55809299671852e-05,1078874851,16089
"Malurus cyaneus samueli","18",12157022,317,2.60754648630232e-05,1078874851,16089
"Malurus cyaneus samueli","21",5216931,162,3.10527396279537e-05,1078874851,16089
"Malurus cyaneus samueli","28",3944638,179,4.53780549698096e-05,1078874851,16089
"Malurus cyaneus samueli","23",3934935,103,2.61757818108813e-05,1078874851,16089
"Malurus cyaneus samueli","VKON01000103.1",3305175,51,1.54303478635776e-05,1078874851,16089
"Malurus cyaneus samueli","VKON01001144.1",2344510,117,4.99038178553301e-05,1078874851,16089
"Malurus cyaneus samueli","27",2336867,132,5.64858847337054e-05,1078874851,16089
"Malurus cyaneus samueli","VKON01002658.1",1713874,40,2.33389385684129e-05,1078874851,16089
"Malurus cyaneus samueli","VKON01000101.1",1261513,45,3.56714516616159e-05,1078874851,16089
"Malurus cyaneus samueli","VKON01001394.1",1173993,30,2.55538150568189e-05,1078874851,16089
"Malurus cyaneus samueli","VKON01000054.1",1163630,6,5.1562781983964e-06,1078874851,16089
"Malurus cyaneus samueli","VKON01000159.1",1160757,26,2.23991757103339e-05,1078874851,16089
"Malurus cyaneus samueli","VKON01002018.1",865273,53,6.12523446357393e-05,1078874851,16089
"Malurus cyaneus samueli","VKON01000311.1",861434,11,1.27694054332659e-05,1078874851,16089
"Malurus cyaneus samueli","VKON01000171.1",788740,32,4.05710373507113e-05,1078874851,16089
"Malurus cyaneus samueli","VKON01000122.1",779733,13,1.66723737484498e-05,1078874851,16089
