"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Meleagris gallopavo","1",190651702,2371,1.24362907602052e-05,1115457962,17970
"Meleagris gallopavo","2",109662234,1342,1.22375767030243e-05,1115457962,17970
"Meleagris gallopavo","3",93210757,871,9.34441504428507e-06,1115457962,17970
"Meleagris gallopavo","4",70658698,863,1.22136414118471e-05,1115457962,17970
"Meleagris gallopavo","Z",68461266,758,1.10719541762491e-05,1115457962,17970
"Meleagris gallopavo","5",59006440,1044,1.76929840200493e-05,1115457962,17970
"Meleagris gallopavo","6",50680202,618,1.21941108285243e-05,1115457962,17970
"Meleagris gallopavo","7",36287238,595,1.63969492525168e-05,1115457962,17970
"Meleagris gallopavo","8",34701080,553,1.59361034296339e-05,1115457962,17970
"Meleagris gallopavo","10",29209805,617,2.11230441285041e-05,1115457962,17970
"Meleagris gallopavo","11",23716164,528,2.22632968805579e-05,1115457962,17970
"Meleagris gallopavo","12",19584067,450,2.29778625655233e-05,1115457962,17970
"Meleagris gallopavo","14",19532596,361,1.84819263143517e-05,1115457962,17970
"Meleagris gallopavo","13",19135657,411,2.1478227792231e-05,1115457962,17970
"Meleagris gallopavo","9",19076383,389,2.03917063313313e-05,1115457962,17970
"Meleagris gallopavo","15",17450715,367,2.10306569100464e-05,1115457962,17970
"Meleagris gallopavo","16",14878991,442,2.97063154349646e-05,1115457962,17970
"Meleagris gallopavo","22",13725709,368,2.68110011657686e-05,1115457962,17970
"Meleagris gallopavo","17",13065498,412,3.15334325564934e-05,1115457962,17970
"Meleagris gallopavo","20",10730484,347,3.2337777121703e-05,1115457962,17970
"Meleagris gallopavo","19",10292962,320,3.1089204448632e-05,1115457962,17970
"Meleagris gallopavo","21",9740059,376,3.86034622582882e-05,1115457962,17970
"Meleagris gallopavo","23",6679660,272,4.07206354814467e-05,1115457962,17970
"Meleagris gallopavo","26",6432859,191,2.969130832807e-05,1115457962,17970
"Meleagris gallopavo","25",5601919,272,4.85547898853946e-05,1115457962,17970
"Meleagris gallopavo","28",4994939,275,5.50557274072817e-05,1115457962,17970
"Meleagris gallopavo","30",4611874,296,6.41821524178674e-05,1115457962,17970
"Meleagris gallopavo","29",4328165,258,5.96095573990363e-05,1115457962,17970
"Meleagris gallopavo","24",4088881,139,3.39946308048584e-05,1115457962,17970
"Meleagris gallopavo","27",1412921,130,9.20079749681688e-05,1115457962,17970
"Meleagris gallopavo","18",332615,42,0.000126272116410865,1115457962,17970
"Meleagris gallopavo","W",260627,5,1.9184505058954e-05,1115457962,17970
"Meleagris gallopavo","KN389479.1",146216,8,5.4713574437818e-05,1115457962,17970
"Meleagris gallopavo","KN387591.1",143188,6,4.19029527614046e-05,1115457962,17970
"Meleagris gallopavo","KN389314.1",139194,13,9.33948302369355e-05,1115457962,17970
"Meleagris gallopavo","KN389462.1",119019,8,6.7216158764567e-05,1115457962,17970
"Meleagris gallopavo","KN388070.1",106075,12,0.00011312750412444,1115457962,17970
"Meleagris gallopavo","KN389463.1",105040,9,8.56816450875857e-05,1115457962,17970
"Meleagris gallopavo","KN386716.1",98907,3,3.0331523552428e-05,1115457962,17970
"Meleagris gallopavo","KN388732.1",95581,2,2.09246607589374e-05,1115457962,17970
"Meleagris gallopavo","KN389566.1",91964,5,5.43691009525467e-05,1115457962,17970
"Meleagris gallopavo","KN389550.1",91784,4,4.35805804933322e-05,1115457962,17970
"Meleagris gallopavo","KN389410.1",90502,2,2.20989591390246e-05,1115457962,17970
"Meleagris gallopavo","KN387365.1",82116,9,0.000109601052170101,1115457962,17970
"Meleagris gallopavo","KN387927.1",77626,4,5.15291268389457e-05,1115457962,17970
"Meleagris gallopavo","KN387458.1",77012,4,5.19399574092349e-05,1115457962,17970
"Meleagris gallopavo","KN386775.1",76543,7,9.14518636583358e-05,1115457962,17970
"Meleagris gallopavo","KN389210.1",76162,6,7.87794438171267e-05,1115457962,17970
"Meleagris gallopavo","KN389086.1",66480,4,6.01684717208183e-05,1115457962,17970
"Meleagris gallopavo","KN387565.1",65843,13,0.000197439363333991,1115457962,17970
"Meleagris gallopavo","KN388922.1",65580,4,6.09942055504727e-05,1115457962,17970
"Meleagris gallopavo","KN386498.1",64668,8,0.000123708789509495,1115457962,17970
"Meleagris gallopavo","KN389185.1",64578,6,9.2910898448388e-05,1115457962,17970
"Meleagris gallopavo","KN389271.1",63790,4,6.2705753252861e-05,1115457962,17970
"Meleagris gallopavo","KN386528.1",63563,4,6.29296918018344e-05,1115457962,17970
