species,contigName,contigSize.bp,contigGeneCount,contigGeneDens.genesPerBp,asmblySize.bp,asmblyGeneCount
Cricetulus griseus,JH000001.1,8779783,57,6.49218779097388e-06,2399770464,26668
Cricetulus griseus,JH000002.1,8081566,69,8.53794920439925e-06,2399770464,26668
Cricetulus griseus,JH000003.1,6666273,72,1.08006377776608e-05,2399770464,26668
Cricetulus griseus,JH000004.1,6533376,101,1.54590827161945e-05,2399770464,26668
Cricetulus griseus,JH000005.1,6190410,55,8.88471038267255e-06,2399770464,26668
Cricetulus griseus,JH000006.1,6025277,35,5.80886156769224e-06,2399770464,26668
Cricetulus griseus,JH000007.1,6017914,41,6.81299201018825e-06,2399770464,26668
Cricetulus griseus,JH000008.1,5891381,40,6.78957955698333e-06,2399770464,26668
Cricetulus griseus,JH000009.1,5865362,21,3.58034167371085e-06,2399770464,26668
Cricetulus griseus,JH000010.1,5672382,88,1.55137647640797e-05,2399770464,26668
Cricetulus griseus,JH000011.1,5545501,39,7.03272797173781e-06,2399770464,26668
Cricetulus griseus,JH000012.1,5387433,65,1.20651152413404e-05,2399770464,26668
Cricetulus griseus,JH000013.1,5329664,35,6.56701810845862e-06,2399770464,26668
Cricetulus griseus,JH000014.1,5219470,27,5.17293901488082e-06,2399770464,26668
Cricetulus griseus,JH000015.1,5087073,38,7.46991442819869e-06,2399770464,26668
Cricetulus griseus,JH000016.1,4980923,82,1.64628122137202e-05,2399770464,26668
Cricetulus griseus,JH000017.1,4912450,36,7.32831886329632e-06,2399770464,26668
Cricetulus griseus,JH000018.1,4900080,50,1.02039150381218e-05,2399770464,26668
Cricetulus griseus,JH000019.1,4797145,69,1.43835552187812e-05,2399770464,26668
Cricetulus griseus,JH000020.1,4686562,50,1.06688015649852e-05,2399770464,26668
Cricetulus griseus,JH000021.1,4670979,15,3.21131822686422e-06,2399770464,26668
Cricetulus griseus,JH000022.1,4665541,75,1.60753061649228e-05,2399770464,26668
