"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Calidris pugnax","KQ483353.1",51414391,658,1.2797973236715e-05,1229094286,20052
"Calidris pugnax","KQ482239.1",40645462,521,1.28181591342227e-05,1229094286,20052
"Calidris pugnax","KQ483357.1",34411917,303,8.80508923696404e-06,1229094286,20052
"Calidris pugnax","KQ483356.1",30765690,296,9.62110714890516e-06,1229094286,20052
"Calidris pugnax","KQ482152.1",26452829,253,9.56419443833399e-06,1229094286,20052
"Calidris pugnax","KQ482133.1",23484652,209,8.89942929535426e-06,1229094286,20052
"Calidris pugnax","KQ482305.1",22606799,381,1.68533369098385e-05,1229094286,20052
"Calidris pugnax","KQ482309.1",21100594,308,1.45967454755065e-05,1229094286,20052
"Calidris pugnax","KQ482135.1",20546090,345,1.67915160500124e-05,1229094286,20052
"Calidris pugnax","KQ482164.1",20362364,320,1.57152676378833e-05,1229094286,20052
"Calidris pugnax","KQ482211.1",20041607,354,1.7663254249023e-05,1229094286,20052
"Calidris pugnax","KQ483354.1",19207094,253,1.31722164737675e-05,1229094286,20052
"Calidris pugnax","KQ482161.1",18932696,242,1.27821204122223e-05,1229094286,20052
"Calidris pugnax","KQ482181.1",17183596,272,1.58290499846482e-05,1229094286,20052
"Calidris pugnax","KQ482126.1",16942903,206,1.21584831123686e-05,1229094286,20052
"Calidris pugnax","KQ482237.1",16870807,183,1.08471396774321e-05,1229094286,20052
"Calidris pugnax","KQ482528.1",16708690,164,9.81525182405084e-06,1229094286,20052
"Calidris pugnax","KQ482183.1",16422543,157,9.56002977127233e-06,1229094286,20052
"Calidris pugnax","KQ482128.1",15728076,176,1.1190179905031e-05,1229094286,20052
"Calidris pugnax","KQ482203.1",15567401,157,1.00851773523403e-05,1229094286,20052
"Calidris pugnax","KQ482116.1",15453083,193,1.24894171603168e-05,1229094286,20052
"Calidris pugnax","KQ483355.1",15208774,192,1.262429174107e-05,1229094286,20052
"Calidris pugnax","KQ482117.1",13648204,357,2.6157287801384e-05,1229094286,20052
"Calidris pugnax","KQ482198.1",13250018,176,1.32830008230932e-05,1229094286,20052
"Calidris pugnax","KQ482370.1",12913425,123,9.52497110565168e-06,1229094286,20052
"Calidris pugnax","KQ482123.1",12458357,162,1.30033197796467e-05,1229094286,20052
"Calidris pugnax","KQ482106.1",11430413,252,2.20464474905675e-05,1229094286,20052
"Calidris pugnax","KQ482097.1",11215226,173,1.54254582118987e-05,1229094286,20052
"Calidris pugnax","KQ482150.1",11128364,149,1.33892097706365e-05,1229094286,20052
"Calidris pugnax","KQ482387.1",10992358,181,1.64659848232745e-05,1229094286,20052
"Calidris pugnax","KQ482179.1",10146976,96,9.46094678848161e-06,1229094286,20052
