"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Marmota marmota marmota","CZRN01000001.1",90267253,920,1.01919574311185e-05,2510587379,24024
"Marmota marmota marmota","CZRN01000002.1",69027483,710,1.02857582102479e-05,2510587379,24024
"Marmota marmota marmota","CZRN01000003.1",68631033,416,6.06139791018445e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000004.1",67649338,1097,1.62159753876675e-05,2510587379,24024
"Marmota marmota marmota","CZRN01000005.1",64221397,428,6.66444549625727e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000006.1",63159690,334,5.28818301673108e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000007.1",60492774,476,7.86870841796741e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000008.1",54407132,674,1.23880817683976e-05,2510587379,24024
"Marmota marmota marmota","CZRN01000009.1",54061371,479,8.8603006386945e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000010.1",52932763,322,6.08318896937233e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000011.1",52463945,296,5.64196992810968e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000012.1",50657735,482,9.51483519742839e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000013.1",48154242,423,8.78427283727153e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000014.1",48072881,306,6.36533516682722e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000015.1",47608596,252,5.29316176431668e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000016.1",44863414,693,1.54468850720991e-05,2510587379,24024
"Marmota marmota marmota","CZRN01000017.1",43943611,257,5.84840421967143e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000018.1",40650429,166,4.08359774013701e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000019.1",38427206,278,7.23445779534427e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000020.1",36831673,430,1.16747344059011e-05,2510587379,24024
"Marmota marmota marmota","CZRN01000021.1",35249227,437,1.23974349848863e-05,2510587379,24024
"Marmota marmota marmota","CZRN01000022.1",34775686,215,6.18248048363446e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000023.1",34483199,194,5.62592815127158e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000024.1",31855096,248,7.78525357449872e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000025.1",31340621,530,1.69109603795024e-05,2510587379,24024
"Marmota marmota marmota","CZRN01000026.1",30937789,320,1.03433377220331e-05,2510587379,24024
"Marmota marmota marmota","CZRN01000028.1",30259031,157,5.18853363149666e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000029.1",30242706,611,2.02032185876489e-05,2510587379,24024
"Marmota marmota marmota","CZRN01000027.1",30238695,254,8.39983339228098e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000030.1",30016984,323,1.07605747466168e-05,2510587379,24024
"Marmota marmota marmota","CZRN01000031.1",28965621,309,1.06678189292058e-05,2510587379,24024
"Marmota marmota marmota","CZRN01000032.1",26233537,188,7.16639925451151e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000033.1",24047555,114,4.7406066853782e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000034.1",22531781,177,7.85557076025193e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000035.1",21405947,326,1.52294126487373e-05,2510587379,24024
"Marmota marmota marmota","CZRN01000036.1",21130192,250,1.18314116596764e-05,2510587379,24024
"Marmota marmota marmota","CZRN01000037.1",20616129,193,9.36160226781662e-06,2510587379,24024
"Marmota marmota marmota","CZRN01000038.1",20608216,121,5.87144467041689e-06,2510587379,24024
