"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Canis lupus familiaris","X",127069619,1402,1.1033321820222e-05,2396858295,30556
"Canis lupus familiaris","1",123313939,1808,1.46617650418255e-05,2396858295,30556
"Canis lupus familiaris","3",92870237,890,9.58326401169839e-06,2396858295,30556
"Canis lupus familiaris","5",89573405,1399,1.56184751489574e-05,2396858295,30556
"Canis lupus familiaris","4",89007665,906,1.01788986375499e-05,2396858295,30556
"Canis lupus familiaris","2",86187811,1122,1.30180821044405e-05,2396858295,30556
"Canis lupus familiaris","7",81039452,944,1.16486473773293e-05,2396858295,30556
"Canis lupus familiaris","6",78268176,1270,1.6226262893874e-05,2396858295,30556
"Canis lupus familiaris","11",75541347,837,1.10800248240212e-05,2396858295,30556
"Canis lupus familiaris","8",75260524,1101,1.46291832887052e-05,2396858295,30556
"Canis lupus familiaris","12",73497294,878,1.19460180397934e-05,2396858295,30556
"Canis lupus familiaris","10",70361000,951,1.35160102897912e-05,2396858295,30556
"Canis lupus familiaris","17",65471548,890,1.35936911099154e-05,2396858295,30556
"Canis lupus familiaris","15",65200600,808,1.2392523995178e-05,2396858295,30556
"Canis lupus familiaris","13",64037277,622,9.71309257887402e-06,2396858295,30556
"Canis lupus familiaris","22",62106979,467,7.51928378290627e-06,2396858295,30556
"Canis lupus familiaris","16",62021213,685,1.10446082375074e-05,2396858295,30556
"Canis lupus familiaris","9",62002293,1434,2.31281768885548e-05,2396858295,30556
"Canis lupus familiaris","14",61043064,600,9.82912653270485e-06,2396858295,30556
"Canis lupus familiaris","20",58896461,1229,2.08671281624205e-05,2396858295,30556
"Canis lupus familiaris","18",56883407,1017,1.78786759379585e-05,2396858295,30556
"Canis lupus familiaris","19",55265241,413,7.47305164198958e-06,2396858295,30556
"Canis lupus familiaris","23",53282923,549,1.03034887932105e-05,2396858295,30556
"Canis lupus familiaris","21",52140716,833,1.59759984883982e-05,2396858295,30556
"Canis lupus familiaris","25",51941001,652,1.25527037878997e-05,2396858295,30556
"Canis lupus familiaris","24",48838997,735,1.50494491113321e-05,2396858295,30556
"Canis lupus familiaris","27",46248802,758,1.63896137244809e-05,2396858295,30556
"Canis lupus familiaris","34",42263871,403,9.5353310159403e-06,2396858295,30556
"Canis lupus familiaris","29",42049852,361,8.58504805201217e-06,2396858295,30556
"Canis lupus familiaris","28",41862212,513,1.22544886065743e-05,2396858295,30556
