"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Sphenodon punctatus","QEPC01011901.1",29987930,112,3.73483598234356e-06,4272214985,19279
"Sphenodon punctatus","QEPC01013865.1",24512511,121,4.93625479658122e-06,4272214985,19279
"Sphenodon punctatus","QEPC01000412.1",24297464,151,6.21464034271231e-06,4272214985,19279
"Sphenodon punctatus","QEPC01011341.1",22139345,259,1.16986297471764e-05,4272214985,19279
"Sphenodon punctatus","QEPC01009472.1",20829608,91,4.36878120798049e-06,4272214985,19279
"Sphenodon punctatus","QEPC01010859.1",20087188,149,7.41766343800835e-06,4272214985,19279
"Sphenodon punctatus","QEPC01002388.1",18706600,173,9.24807287267595e-06,4272214985,19279
"Sphenodon punctatus","QEPC01001533.1",17747792,66,3.71877245349731e-06,4272214985,19279
"Sphenodon punctatus","QEPC01007512.1",17688359,126,7.12332896454668e-06,4272214985,19279
"Sphenodon punctatus","QEPC01013498.1",15187938,29,1.90940995413597e-06,4272214985,19279
"Sphenodon punctatus","QEPC01007559.1",15065728,103,6.836709118869e-06,4272214985,19279
"Sphenodon punctatus","QEPC01010034.1",13351946,39,2.92092253818282e-06,4272214985,19279
"Sphenodon punctatus","QEPC01014402.1",13235543,51,3.85326087490328e-06,4272214985,19279
"Sphenodon punctatus","QEPC01008309.1",13133864,48,3.65467466390698e-06,4272214985,19279
"Sphenodon punctatus","QEPC01006549.1",13019624,34,2.61144254242672e-06,4272214985,19279
"Sphenodon punctatus","QEPC01007158.1",12932165,88,6.80473841773593e-06,4272214985,19279
"Sphenodon punctatus","QEPC01004922.1",12773909,65,5.08849718594363e-06,4272214985,19279
"Sphenodon punctatus","QEPC01001478.1",12548573,49,3.90482646911326e-06,4272214985,19279
"Sphenodon punctatus","QEPC01008173.1",12535514,38,3.03138746444701e-06,4272214985,19279
"Sphenodon punctatus","QEPC01012679.1",12441122,111,8.92202487846353e-06,4272214985,19279
"Sphenodon punctatus","QEPC01012913.1",12319261,48,3.89633761310845e-06,4272214985,19279
"Sphenodon punctatus","QEPC01011255.1",12275648,50,4.07310473548932e-06,4272214985,19279
"Sphenodon punctatus","QEPC01013748.1",11910124,26,2.18301673433459e-06,4272214985,19279
"Sphenodon punctatus","QEPC01012362.1",11750439,80,6.8082562702551e-06,4272214985,19279
"Sphenodon punctatus","QEPC01005117.1",11090978,32,2.88522797538684e-06,4272214985,19279
"Sphenodon punctatus","QEPC01001041.1",11030514,32,2.90104341465865e-06,4272214985,19279
"Sphenodon punctatus","QEPC01013002.1",10908186,65,5.95882761808425e-06,4272214985,19279
"Sphenodon punctatus","QEPC01005822.1",10866480,22,2.02457465527015e-06,4272214985,19279
"Sphenodon punctatus","QEPC01001394.1",10454926,19,1.81732515371223e-06,4272214985,19279
"Sphenodon punctatus","QEPC01015474.1",10358959,34,3.2821830842269e-06,4272214985,19279
"Sphenodon punctatus","QEPC01005805.1",10012536,85,8.48935774113571e-06,4272214985,19279
"Sphenodon punctatus","QEPC01008364.1",9988718,38,3.80429200223692e-06,4272214985,19279
"Sphenodon punctatus","QEPC01001423.1",9982259,72,7.21279622177705e-06,4272214985,19279
"Sphenodon punctatus","QEPC01007499.1",9879472,33,3.34025947945396e-06,4272214985,19279
"Sphenodon punctatus","QEPC01000119.1",9864956,23,2.33148531022338e-06,4272214985,19279
"Sphenodon punctatus","QEPC01006282.1",9750368,57,5.84593319964949e-06,4272214985,19279
