"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Erpetoichthys calabaricus","1",350098611,2108,6.02116070663302e-06,3811022027,23066
"Erpetoichthys calabaricus","2",332461053,1905,5.72999448449681e-06,3811022027,23066
"Erpetoichthys calabaricus","3",309313702,1809,5.84843150595378e-06,3811022027,23066
"Erpetoichthys calabaricus","4",293870033,1283,4.36587557738492e-06,3811022027,23066
"Erpetoichthys calabaricus","5",232056431,1108,4.77470068476577e-06,3811022027,23066
"Erpetoichthys calabaricus","6",209933285,731,3.48205859780644e-06,3811022027,23066
"Erpetoichthys calabaricus","7",199226436,883,4.43214273029509e-06,3811022027,23066
"Erpetoichthys calabaricus","8",197106406,1289,6.53961495295085e-06,3811022027,23066
"Erpetoichthys calabaricus","9",195124633,1134,5.81167012367936e-06,3811022027,23066
"Erpetoichthys calabaricus","10",172872454,1173,6.78534938828369e-06,3811022027,23066
"Erpetoichthys calabaricus","11",165569754,1185,7.15710431024739e-06,3811022027,23066
"Erpetoichthys calabaricus","12",163428598,1384,8.46853009165507e-06,3811022027,23066
"Erpetoichthys calabaricus","13",141079645,735,5.20982314635113e-06,3811022027,23066
"Erpetoichthys calabaricus","14",111844246,986,8.81583125876677e-06,3811022027,23066
"Erpetoichthys calabaricus","15",103228439,569,5.51204692730072e-06,3811022027,23066
"Erpetoichthys calabaricus","16",102189247,700,6.85003579681921e-06,3811022027,23066
"Erpetoichthys calabaricus","17",100832283,819,8.12239865678733e-06,3811022027,23066
"Erpetoichthys calabaricus","18",88365115,825,9.33626352435574e-06,3811022027,23066
"Erpetoichthys calabaricus","CAADRL010001205.1",8474092,41,4.83827647847109e-06,3811022027,23066
"Erpetoichthys calabaricus","CAADRL010001216.1",7810466,42,5.37740001684919e-06,3811022027,23066
"Erpetoichthys calabaricus","CAADRL010001237.1",6640495,89,1.3402615317081e-05,3811022027,23066
"Erpetoichthys calabaricus","CAADRL010001259.1",6287443,65,1.03380658878339e-05,3811022027,23066
"Erpetoichthys calabaricus","CAADRL010001248.1",6189557,24,3.87749882584489e-06,3811022027,23066
"Erpetoichthys calabaricus","CAADRL010001270.1",6123159,40,6.53257575052355e-06,3811022027,23066
"Erpetoichthys calabaricus","CAADRL010001291.1",5602436,42,7.49673891857042e-06,3811022027,23066
"Erpetoichthys calabaricus","CAADRL010001323.1",4609775,33,7.15870080426919e-06,3811022027,23066
"Erpetoichthys calabaricus","CAADRL010001302.1",4218248,16,3.79304393672444e-06,3811022027,23066
"Erpetoichthys calabaricus","CAADRL010001344.1",4163559,31,7.44555319139227e-06,3811022027,23066
"Erpetoichthys calabaricus","CAADRL010001365.1",3995870,37,9.25956049621234e-06,3811022027,23066
"Erpetoichthys calabaricus","CAADRL010001408.1",3515121,19,5.40521933668855e-06,3811022027,23066
"Erpetoichthys calabaricus","CAADRL010001430.1",3509031,15,4.2746843786789e-06,3811022027,23066
"Erpetoichthys calabaricus","CAADRL010001441.1",3481742,17,4.88261335848549e-06,3811022027,23066
"Erpetoichthys calabaricus","CAADRL010001386.1",3213186,39,1.21374859718672e-05,3811022027,23066
"Erpetoichthys calabaricus","CAADRL010001419.1",3164654,21,6.63579651993551e-06,3811022027,23066
"Erpetoichthys calabaricus","CAADRL010001473.1",2945042,22,7.47018208908396e-06,3811022027,23066
"Erpetoichthys calabaricus","CAADRL010001484.1",2853547,6,2.10264628548259e-06,3811022027,23066
