"species","contigName","contigSize.bp","contigGeneCount","contigGeneDens.genesPerBp","asmblySize.bp","asmblyGeneCount"
"Oncorhynchus mykiss","2",103806877,2596,2.50079770726558e-05,2341671972,64494
"Oncorhynchus mykiss","12",102853256,2729,2.65329470950341e-05,2341671972,64494
"Oncorhynchus mykiss","6",101096859,2251,2.22657758338466e-05,2341671972,64494
"Oncorhynchus mykiss","5",100798064,2285,2.26690861840362e-05,2341671972,64494
"Oncorhynchus mykiss","1",95772356,1886,1.96925300657739e-05,2341671972,64494
"Oncorhynchus mykiss","17",95212422,2707,2.84311641604916e-05,2341671972,64494
"Oncorhynchus mykiss","8",91622588,2367,2.58342407878721e-05,2341671972,64494
"Oncorhynchus mykiss","7",90918291,2134,2.3471624648114e-05,2341671972,64494
"Oncorhynchus mykiss","10",87811138,2241,2.55206805314378e-05,2341671972,64494
"Oncorhynchus mykiss","11",86280908,1730,2.00507857427741e-05,2341671972,64494
"Oncorhynchus mykiss","3",85311031,2083,2.44165376456416e-05,2341671972,64494
"Oncorhynchus mykiss","15",81569517,1620,1.98603603353444e-05,2341671972,64494
"Oncorhynchus mykiss","9",79455637,1941,2.44287261833921e-05,2341671972,64494
"Oncorhynchus mykiss","16",78541548,1917,2.44074639323381e-05,2341671972,64494
"Oncorhynchus mykiss","18",74657750,1796,2.40564442405511e-05,2341671972,64494
"Oncorhynchus mykiss","13",73332040,2414,3.29187623854457e-05,2341671972,64494
"Oncorhynchus mykiss","19",67237266,1471,2.18777485687773e-05,2341671972,64494
"Oncorhynchus mykiss","21",64935962,1463,2.25298887540928e-05,2341671972,64494
"Oncorhynchus mykiss","23",62880378,1105,1.75730495767694e-05,2341671972,64494
"Oncorhynchus mykiss","22",52474311,1077,2.05243285614555e-05,2341671972,64494
"Oncorhynchus mykiss","27",51556237,1089,2.11225656364331e-05,2341671972,64494
"Oncorhynchus mykiss","26",51113553,1037,2.02881611458315e-05,2341671972,64494
"Oncorhynchus mykiss","Y",47748341,1455,3.04722629001917e-05,2341671972,64494
"Oncorhynchus mykiss","25",47542702,1064,2.23798807228079e-05,2341671972,64494
"Oncorhynchus mykiss","4",46841314,924,1.97261759138525e-05,2341671972,64494
"Oncorhynchus mykiss","20",46616863,1374,2.94743127610281e-05,2341671972,64494
"Oncorhynchus mykiss","30",46327593,1168,2.52117566306542e-05,2341671972,64494
"Oncorhynchus mykiss","24",45930806,976,2.12493549536231e-05,2341671972,64494
"Oncorhynchus mykiss","31",44108611,934,2.11750036744526e-05,2341671972,64494
"Oncorhynchus mykiss","28",43716683,1168,2.67174890647582e-05,2341671972,64494
"Oncorhynchus mykiss","14",43310081,887,2.04802202979025e-05,2341671972,64494
"Oncorhynchus mykiss","32",41837469,935,2.23483882354356e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000845.1",4173621,185,4.43260181027458e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000857.1",2864942,43,1.50090298512151e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000263.1",2745910,68,2.4764103703326e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000588.1",1886234,40,2.12062766337581e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000899.1",1874749,35,1.86691658456679e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000566.1",1797194,55,3.06032626416514e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000320.1",1654043,35,2.11602721331912e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000507.1",1504970,32,2.1262882316591e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000242.1",1484196,29,1.95391983269056e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000359.1",1258143,10,7.94822210193913e-06,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000535.1",1125905,15,1.33226160288834e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000291.1",1079841,40,3.70424905148073e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000610.1",996466,22,2.20780237358826e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000887.1",928286,55,5.92489814561461e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000741.1",920589,5,5.43130539252587e-06,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000394.1",888553,7,7.8779768905175e-06,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000301.1",880732,13,1.47604492626588e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000349.1",871358,21,2.41003123859539e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000334.1",858942,20,2.32844592533605e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000344.1",856417,15,1.7514832143687e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000814.1",844186,19,2.25068882923905e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000323.1",817877,18,2.20081992769084e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000294.1",813722,18,2.21205768063294e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000607.1",802530,2,2.49211867469129e-06,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000885.1",721750,15,2.07828195358504e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000383.1",677476,64,9.44682911276562e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000310.1",673672,48,7.12512914296572e-05,2341671972,64494
"Oncorhynchus mykiss","JAAXML020000838.1",666177,13,1.95143332777925e-05,2341671972,64494
