"species","name","size.Mb","genecount","genedens","asmblysize.Mb"
"Sander lucioperca","VTTG01000001.1",19.065786,609,31.9420348051741,900.461225
"Sander lucioperca","VTTG01000002.1",16.64002,483,29.0264074201834,900.461225
"Sander lucioperca","VTTG01000003.1",14.560797,505,34.6821674665199,900.461225
"Sander lucioperca","VTTG01000004.1",13.459255,455,33.8057344184355,900.461225
"Sander lucioperca","VTTG01000005.1",12.964719,377,29.0789179464669,900.461225
"Sander lucioperca","VTTG01000006.1",12.916647,454,35.1484406131096,900.461225
"Sander lucioperca","VTTG01000007.1",12.489501,357,28.5840082802347,900.461225
"Sander lucioperca","VTTG01000008.1",12.434173,470,37.7990558760924,900.461225
"Sander lucioperca","VTTG01000009.1",12.414784,355,28.5949397105902,900.461225
"Sander lucioperca","VTTG01000010.1",12.128929,411,33.8859267788607,900.461225
"Sander lucioperca","VTTG01000011.1",12.124517,414,34.1456900922321,900.461225
"Sander lucioperca","VTTG01000012.1",10.871784,432,39.7358887924926,900.461225
"Sander lucioperca","VTTG01000013.1",10.430593,388,37.1982685931663,900.461225
"Sander lucioperca","VTTG01000014.1",10.323457,226,21.8918914468283,900.461225
"Sander lucioperca","VTTG01000015.1",10.256906,510,49.7225966582905,900.461225
"Sander lucioperca","VTTG01000016.1",10.007899,242,24.180899507479,900.461225
"Sander lucioperca","VTTG01000017.1",9.588048,307,32.0190303594642,900.461225
"Sander lucioperca","VTTG01000018.1",9.428676,352,37.3329192773195,900.461225
"Sander lucioperca","VTTG01000019.1",9.28422,286,30.8049572285017,900.461225
"Sander lucioperca","VTTG01000020.1",9.037085,240,26.557236099915,900.461225
"Sander lucioperca","VTTG01000021.1",8.934323,266,29.7728210632188,900.461225
"Sander lucioperca","VTTG01000022.1",8.893058,185,20.8027429934675,900.461225
"Sander lucioperca","VTTG01000023.1",8.617962,307,35.623271488085,900.461225
"Sander lucioperca","VTTG01000024.1",8.586165,313,36.4539931389625,900.461225
"Sander lucioperca","VTTG01000025.1",8.542311,212,24.817640097627,900.461225
"Sander lucioperca","VTTG01000026.1",8.471989,216,25.4957838118062,900.461225
"Sander lucioperca","VTTG01000027.1",8.360829,391,46.7656975163587,900.461225
"Sander lucioperca","VTTG01000028.1",7.852931,229,29.1610864784117,900.461225
"Sander lucioperca","VTTG01000029.1",7.492078,241,32.1673105912672,900.461225
"Sander lucioperca","VTTG01000030.1",7.213817,134,18.5754642791743,900.461225
"Sander lucioperca","VTTG01000031.1",7.119813,250,35.1132817673723,900.461225
"Sander lucioperca","VTTG01000032.1",7.086037,98,13.8300152821669,900.461225
"Sander lucioperca","VTTG01000033.1",6.992693,235,33.6065089658591,900.461225
"Sander lucioperca","VTTG01000034.1",6.867756,238,34.654696526784,900.461225
"Sander lucioperca","VTTG01000035.1",6.724707,245,36.432814098815,900.461225
"Sander lucioperca","VTTG01000036.1",6.557539,227,34.6166450554088,900.461225
"Sander lucioperca","VTTG01000037.1",6.34818,283,44.5797063095249,900.461225
"Sander lucioperca","VTTG01000038.1",6.238345,263,42.1586173897083,900.461225
"Sander lucioperca","VTTG01000039.1",6.115146,122,19.9504639791102,900.461225
"Sander lucioperca","VTTG01000040.1",6.014305,115,19.1210788278945,900.461225
"Sander lucioperca","VTTG01000041.1",5.941724,195,32.8187576535026,900.461225
"Sander lucioperca","VTTG01000042.1",5.870744,132,22.4843733605144,900.461225
"Sander lucioperca","VTTG01000043.1",5.794323,95,16.3953580081746,900.461225
"Sander lucioperca","VTTG01000044.1",5.616903,168,29.9097207126418,900.461225
"Sander lucioperca","VTTG01000045.1",5.5865,168,30.0724961961872,900.461225
"Sander lucioperca","VTTG01000046.1",5.478642,94,17.1575364844062,900.461225
"Sander lucioperca","VTTG01000047.1",5.456798,105,19.2420536732347,900.461225
"Sander lucioperca","VTTG01000048.1",5.401864,224,41.4671676295442,900.461225
