"species","name","size.Mb","genecount","genedens","asmblysize.Mb"
"Nannospalax galili","KL203742.1",15.899586,42,2.64157821467804,3061.40821
"Nannospalax galili","KL201351.1",15.589794,173,11.097003590939,3061.40821
"Nannospalax galili","KL202741.1",15.27116,102,6.67925684754793,3061.40821
"Nannospalax galili","KL203914.1",15.207027,66,4.34009882405022,3061.40821
"Nannospalax galili","KL205487.1",14.717427,138,9.37663900082535,3061.40821
"Nannospalax galili","KL205289.1",14.432659,99,6.85944287882087,3061.40821
"Nannospalax galili","KL205481.1",14.419389,49,3.39820224005331,3061.40821
"Nannospalax galili","KL205218.1",13.125515,46,3.50462438997632,3061.40821
"Nannospalax galili","KL202557.1",12.937306,99,7.65228866040581,3061.40821
"Nannospalax galili","KL200864.1",12.908844,53,4.10571233179361,3061.40821
"Nannospalax galili","KL199251.1",12.625532,44,3.48500166171216,3061.40821
"Nannospalax galili","KL205174.1",12.543484,82,6.53725870738943,3061.40821
"Nannospalax galili","KL200535.1",12.473332,31,2.48530224321777,3061.40821
"Nannospalax galili","KL200475.1",11.852372,71,5.99036209798342,3061.40821
"Nannospalax galili","KL203085.1",11.687611,59,5.04808039897974,3061.40821
"Nannospalax galili","KL201675.1",11.524759,166,14.4037719140157,3061.40821
"Nannospalax galili","KL204607.1",11.420348,56,4.9035283338126,3061.40821
"Nannospalax galili","KL205464.1",11.402808,42,3.68330327056283,3061.40821
"Nannospalax galili","KL203278.1",11.178987,30,2.68360630529403,3061.40821
"Nannospalax galili","KL205151.1",10.889499,78,7.16286396646898,3061.40821
"Nannospalax galili","KL204411.1",10.867509,26,2.39245258504042,3061.40821
"Nannospalax galili","KL202281.1",10.834035,101,9.32247311366448,3061.40821
"Nannospalax galili","KL204953.1",10.710224,184,17.179846098457,3061.40821
"Nannospalax galili","KL201584.1",10.689408,16,1.49680880363066,3061.40821
"Nannospalax galili","KL201107.1",10.605101,59,5.56336049981985,3061.40821
"Nannospalax galili","KL200267.1",10.479744,64,6.10701940810768,3061.40821
"Nannospalax galili","KL200917.1",10.297911,69,6.70038806899768,3061.40821
"Nannospalax galili","KL204029.1",10.083859,39,3.86756697014506,3061.40821
"Nannospalax galili","KL205492.1",9.975851,49,4.91186165470996,3061.40821
"Nannospalax galili","KL201873.1",9.971703,92,9.22610711530418,3061.40821
"Nannospalax galili","KL201248.1",9.852672,47,4.7702795749214,3061.40821
"Nannospalax galili","KL202846.1",9.774449,45,4.60384007323584,3061.40821
"Nannospalax galili","KL204518.1",9.62302,83,8.62515094014145,3061.40821
"Nannospalax galili","KL201001.1",9.5646,31,3.24111829036238,3061.40821
"Nannospalax galili","KL204892.1",9.480202,89,9.38798561465251,3061.40821
"Nannospalax galili","KL205004.1",9.367054,28,2.98920023307221,3061.40821
"Nannospalax galili","KL201639.1",9.193659,52,5.65607229939679,3061.40821
"Nannospalax galili","KL199380.1",9.066403,24,2.64713580457432,3061.40821
"Nannospalax galili","KL203578.1",9.034643,38,4.20603226934368,3061.40821
"Nannospalax galili","KL205478.1",9.025018,61,6.75898928955045,3061.40821
"Nannospalax galili","KL204779.1",8.83456,86,9.73449724717473,3061.40821
"Nannospalax galili","KL205091.1",8.800395,23,2.61351905226981,3061.40821
"Nannospalax galili","KL200119.1",8.794475,78,8.86920481324923,3061.40821
"Nannospalax galili","KL205483.1",8.7184,41,4.70269774270508,3061.40821
"Nannospalax galili","KL202976.1",8.628817,104,12.0526371112054,3061.40821
"Nannospalax galili","KL199435.1",8.554236,40,4.67604587949175,3061.40821
"Nannospalax galili","KL203677.1",8.541519,15,1.75612792057244,3061.40821
"Nannospalax galili","KL204001.1",8.529723,42,4.92395825749558,3061.40821
"Nannospalax galili","KL201315.1",8.509067,91,10.6944744940897,3061.40821
"Nannospalax galili","KL202419.1",8.50802,58,6.81709727997819,3061.40821
"Nannospalax galili","KL205486.1",8.420578,139,16.5071803859545,3061.40821
"Nannospalax galili","KL205493.1",8.354299,43,5.14705063824026,3061.40821
