"species","name","size.Mb","genecount","genedens","asmblysize.Mb"
"Cavia porcellus","DS562855.1",88.675666,611,6.89027810628454,2723.20284
"Cavia porcellus","DS562856.1",81.13179,722,8.89910107986031,2723.20284
"Cavia porcellus","DS562857.1",78.381119,721,9.19864387238462,2723.20284
"Cavia porcellus","DS562858.1",75.551126,500,6.61803505086079,2723.20284
"Cavia porcellus","DS562860.1",61.86841,348,5.62484149827028,2723.20284
"Cavia porcellus","DS562859.1",61.496919,942,15.317840557183,2723.20284
"Cavia porcellus","DS562861.1",61.187194,565,9.23395833448417,2723.20284
"Cavia porcellus","DS562862.1",61.004451,513,8.40922246804582,2723.20284
"Cavia porcellus","DS562863.1",60.673567,693,11.4217777899888,2723.20284
"Cavia porcellus","DS562864.1",59.225736,713,12.0386853444928,2723.20284
"Cavia porcellus","DS562866.1",50.790421,436,8.58429584586432,2723.20284
"Cavia porcellus","DS562865.1",50.759066,662,13.0420051464304,2723.20284
"Cavia porcellus","DS562867.1",50.742376,447,8.80920515034613,2723.20284
"Cavia porcellus","DS562868.1",48.36361,591,12.2199314732709,2723.20284
"Cavia porcellus","DS562869.1",43.247874,267,6.173713880132,2723.20284
"Cavia porcellus","DS562870.1",41.762041,600,14.3671139061427,2723.20284
"Cavia porcellus","DS562871.1",41.527808,285,6.86287125966292,2723.20284
"Cavia porcellus","DS562872.1",40.167016,299,7.44391866201861,2723.20284
"Cavia porcellus","DS562873.1",39.996202,446,11.1510587930324,2723.20284
"Cavia porcellus","DS562874.1",37.078832,414,11.1654002477748,2723.20284
"Cavia porcellus","DS562875.1",34.170112,330,9.65756272616256,2723.20284
"Cavia porcellus","DS562876.1",33.939536,197,5.8044399899869,2723.20284
"Cavia porcellus","DS562877.1",33.695408,297,8.814257420477,2723.20284
"Cavia porcellus","DS562879.1",32.236052,300,9.30635054193361,2723.20284
"Cavia porcellus","DS562878.1",32.209358,259,8.04114133538458,2723.20284
"Cavia porcellus","DS562881.1",28.734338,177,6.15987742609557,2723.20284
"Cavia porcellus","DS562880.1",28.222655,548,19.4170250814461,2723.20284
"Cavia porcellus","DS562882.1",27.942054,471,16.8563127105831,2723.20284
"Cavia porcellus","DS562883.1",27.731667,407,14.676362585776,2723.20284
"Cavia porcellus","DS562884.1",26.790417,201,7.50268276899161,2723.20284
"Cavia porcellus","DS562885.1",25.8889,340,13.1330415738019,2723.20284
"Cavia porcellus","DS562887.1",25.641242,486,18.9538400674975,2723.20284
"Cavia porcellus","DS562886.1",25.503776,173,6.78330926369491,2723.20284
"Cavia porcellus","DS562888.1",25.029222,178,7.11168729095934,2723.20284
"Cavia porcellus","DS562889.1",24.440124,62,2.5368120063548,2723.20284
"Cavia porcellus","DS562890.1",23.989115,188,7.83688768843703,2723.20284
"Cavia porcellus","DS562891.1",23.407841,122,5.21192877207257,2723.20284
"Cavia porcellus","DS562892.1",22.756556,209,9.18416653205344,2723.20284
"Cavia porcellus","DS562893.1",21.505965,206,9.57873780599941,2723.20284
"Cavia porcellus","DS562894.1",19.227914,166,8.6332818006155,2723.20284
"Cavia porcellus","DS562895.1",18.715152,130,6.94624334336157,2723.20284
"Cavia porcellus","DS562896.1",16.993173,121,7.12050657049157,2723.20284
"Cavia porcellus","DS562897.1",15.951348,442,27.7092569229886,2723.20284
"Cavia porcellus","DS562899.1",15.920349,229,14.3841067805737,2723.20284
"Cavia porcellus","DS562898.1",15.880283,112,7.05277103688895,2723.20284
"Cavia porcellus","DS562900.1",15.715546,275,17.4985966125517,2723.20284
"Cavia porcellus","DS562901.1",15.610479,91,5.82941753420891,2723.20284
"Cavia porcellus","DS562902.1",14.658396,98,6.68558824580807,2723.20284
"Cavia porcellus","DS562903.1",14.411824,115,7.97955900654907,2723.20284
"Cavia porcellus","DS562904.1",14.016002,78,5.56506769904856,2723.20284
"Cavia porcellus","DS562905.1",13.552627,39,2.87767087517424,2723.20284
"Cavia porcellus","DS562907.1",13.222263,230,17.3949043367236,2723.20284
"Cavia porcellus","DS562906.1",13.068355,71,5.43297147957796,2723.20284
"Cavia porcellus","DS562908.1",12.971536,323,24.9006748314155,2723.20284
"Cavia porcellus","DS562909.1",12.849792,96,7.47093805098168,2723.20284
"Cavia porcellus","DS562910.1",12.425839,49,3.94339569344171,2723.20284
"Cavia porcellus","DS562911.1",11.989055,220,18.3500701264612,2723.20284
"Cavia porcellus","DS562912.1",11.496238,35,3.04447420103864,2723.20284
"Cavia porcellus","DS562913.1",11.198453,84,7.50103608060863,2723.20284
"Cavia porcellus","DS562914.1",10.997216,56,5.09219787989979,2723.20284
"Cavia porcellus","DS562915.1",10.80187,88,8.14673755562694,2723.20284
"Cavia porcellus","DS562916.1",10.725151,219,20.4192929311671,2723.20284
"Cavia porcellus","DS562917.1",10.722723,112,10.44510801967,2723.20284
"Cavia porcellus","DS562918.1",10.554711,69,6.53736516329059,2723.20284
