"species","name","size.Mb","genecount","genedens","asmblysize.Mb"
"Salarias fasciatus","23",41.705463,1054,25.2724685013088,797.490645
"Salarias fasciatus","6",41.296897,1488,36.0317628707067,797.490645
"Salarias fasciatus","1",41.08291,1111,27.0428750056897,797.490645
"Salarias fasciatus","14",41.006365,1204,29.3612954964431,797.490645
"Salarias fasciatus","5",37.109336,1316,35.4627741116144,797.490645
"Salarias fasciatus","11",36.057378,1263,35.0275053277584,797.490645
"Salarias fasciatus","2",35.747288,1083,30.2960045528489,797.490645
"Salarias fasciatus","16",34.246461,1053,30.7477026604296,797.490645
"Salarias fasciatus","20",34.145682,1269,37.1642891771791,797.490645
"Salarias fasciatus","7",33.379828,1283,38.4363873894137,797.490645
"Salarias fasciatus","12",32.729575,1173,35.8391454823352,797.490645
"Salarias fasciatus","22",31.729373,1042,32.8402329286494,797.490645
"Salarias fasciatus","18",31.625632,1278,40.4102596273807,797.490645
"Salarias fasciatus","15",30.603455,989,32.3166126177584,797.490645
"Salarias fasciatus","3",30.411982,885,29.1003723466626,797.490645
"Salarias fasciatus","13",29.904995,939,31.3994367830525,797.490645
"Salarias fasciatus","CABFVL010000058.1",28.306296,999,35.2925017105735,797.490645
"Salarias fasciatus","10",28.124721,1044,37.1203682340529,797.490645
"Salarias fasciatus","4",27.169852,1328,48.8777045969923,797.490645
"Salarias fasciatus","9",26.18821,714,27.2641772767211,797.490645
"Salarias fasciatus","19",26.030347,968,37.1873644250689,797.490645
"Salarias fasciatus","17",22.427289,750,33.4414025698782,797.490645
"Salarias fasciatus","8",22.082935,941,42.6120893803292,797.490645
"Salarias fasciatus","CABFVL010000139.1",18.784263,557,29.6524809091525,797.490645
"Salarias fasciatus","CABFVL010000146.1",3.127692,151,48.2784110455889,797.490645
"Salarias fasciatus","CABFVL010000145.1",2.592612,15,5.78567097583441,797.490645
"Salarias fasciatus","CABFVL010000148.1",1.045338,42,40.1783920607497,797.490645
"Salarias fasciatus","CABFVL010000149.1",1.018356,22,21.6034471245812,797.490645
"Salarias fasciatus","CABFVL010000150.1",1.005363,24,23.871974600219,797.490645
"Salarias fasciatus","CABFVL010000152.1",0.864248,23,26.6127315307643,797.490645
"Salarias fasciatus","CABFVL010000153.1",0.808477,10,12.3689356654549,797.490645
"Salarias fasciatus","CABFVL010000154.1",0.788933,14,17.745486625607,797.490645
"Salarias fasciatus","CABFVL010000155.1",0.774755,24,30.9775348335926,797.490645
"Salarias fasciatus","CABFVL010000157.1",0.681152,9,13.2129098938269,797.490645
"Salarias fasciatus","CABFVL010000158.1",0.577128,25,43.3179467986305,797.490645
"Salarias fasciatus","CABFVL010000159.1",0.567235,20,35.258755189648,797.490645
"Salarias fasciatus","CABFVL010000160.1",0.560573,45,80.2750043259308,797.490645
"Salarias fasciatus","CABFVL010000162.1",0.556849,17,30.52892256249,797.490645
"Salarias fasciatus","CABFVL010000161.1",0.556827,9,16.1630093368317,797.490645
"Salarias fasciatus","CABFVL010000163.1",0.543053,21,38.6702587040307,797.490645
"Salarias fasciatus","CABFVL010000164.1",0.506529,16,31.5875300328313,797.490645
"Salarias fasciatus","CABFVL010000165.1",0.495185,32,64.6223128729667,797.490645
"Salarias fasciatus","CABFVL010000166.1",0.476436,16,33.5826847677338,797.490645
"Salarias fasciatus","CABFVL010000167.1",0.453822,6,13.2210426114203,797.490645
"Salarias fasciatus","CABFVL010000168.1",0.442065,12,27.1453293067762,797.490645
"Salarias fasciatus","CABFVL010000156.1",0.434604,17,39.1160688810964,797.490645
