"species","name","size.Mb","genecount","genedens","asmblysize.Mb"
"Bubo bubo","ML986482.1",29.915079,180,6.01703241365333,1258.069325
"Bubo bubo","ML986481.1",29.64702,254,8.56747153676828,1258.069325
"Bubo bubo","ML986475.1",26.332667,205,7.78500711682565,1258.069325
"Bubo bubo","ML986483.1",25.365934,182,7.17497727463929,1258.069325
"Bubo bubo","ML986478.1",21.890292,190,8.67964666711618,1258.069325
"Bubo bubo","ML986473.1",21.168194,280,13.227392001415,1258.069325
"Bubo bubo","ML986466.1",20.670484,190,9.19185056334433,1258.069325
"Bubo bubo","ML986450.1",19.795946,226,11.4164789093686,1258.069325
"Bubo bubo","ML984753.1",19.267021,196,10.1728232921945,1258.069325
"Bubo bubo","ML985195.1",18.839717,188,9.97891847313842,1258.069325
"Bubo bubo","ML986476.1",18.217649,205,11.2528241157792,1258.069325
"Bubo bubo","ML985986.1",18.051496,125,6.92463383644214,1258.069325
"Bubo bubo","ML984538.1",17.732494,173,9.75610086206712,1258.069325
"Bubo bubo","ML986480.1",17.532265,142,8.09935282178315,1258.069325
"Bubo bubo","ML981103.1",17.304173,257,14.8519088430288,1258.069325
"Bubo bubo","ML986458.1",16.472386,158,9.59181019677417,1258.069325
"Bubo bubo","ML986001.1",16.055321,122,7.5987269267304,1258.069325
"Bubo bubo","ML986454.1",15.372016,127,8.26176605592916,1258.069325
"Bubo bubo","ML986465.1",15.258965,131,8.58511701154043,1258.069325
"Bubo bubo","ML981595.1",14.484344,165,11.391610141267,1258.069325
"Bubo bubo","ML983714.1",12.771256,126,9.86590512319227,1258.069325
"Bubo bubo","ML986445.1",12.453503,77,6.18299927337714,1258.069325
"Bubo bubo","ML986471.1",12.441342,82,6.59092885638864,1258.069325
"Bubo bubo","ML985688.1",12.214606,108,8.84187340958849,1258.069325
"Bubo bubo","ML986474.1",10.96454,77,7.02263843262007,1258.069325
"Bubo bubo","ML980724.1",10.914282,117,10.7198989360913,1258.069325
"Bubo bubo","ML982400.1",10.912058,151,13.8379029876857,1258.069325
"Bubo bubo","ML985228.1",10.787622,92,8.52829288975828,1258.069325
"Bubo bubo","ML986469.1",10.414204,82,7.873861506842,1258.069325
"Bubo bubo","ML981476.1",10.386711,111,10.6867323063095,1258.069325
"Bubo bubo","ML982806.1",10.218789,96,9.39445955875985,1258.069325
"Bubo bubo","ML985133.1",9.453007,80,8.46291555692279,1258.069325
"Bubo bubo","ML982845.1",9.433964,118,12.5079976985284,1258.069325
"Bubo bubo","ML986448.1",9.275984,80,8.62442194811893,1258.069325
"Bubo bubo","ML986058.1",9.145402,89,9.7316662515218,1258.069325
"Bubo bubo","ML984119.1",8.904179,88,9.8829998812917,1258.069325
"Bubo bubo","ML985078.1",8.84895,47,5.31136462518152,1258.069325
"Bubo bubo","ML982479.1",8.534103,169,19.8029013711224,1258.069325
"Bubo bubo","ML986460.1",8.47362,66,7.78887889709475,1258.069325
"Bubo bubo","ML983325.1",8.208363,195,23.756259317479,1258.069325
"Bubo bubo","ML982670.1",8.175302,41,5.01510525238089,1258.069325
"Bubo bubo","ML985996.1",8.141249,160,19.6530041029331,1258.069325
"Bubo bubo","ML986477.1",8.080319,88,10.8906591435313,1258.069325
"Bubo bubo","ML982958.1",8.019613,155,19.3276159335868,1258.069325
"Bubo bubo","ML982030.1",7.891516,64,8.10997532033135,1258.069325
"Bubo bubo","ML986467.1",7.442346,23,3.09042336919031,1258.069325
"Bubo bubo","ML986479.1",7.413627,40,5.39546972082626,1258.069325
"Bubo bubo","ML986472.1",7.353094,51,6.93585584517212,1258.069325
"Bubo bubo","ML983701.1",7.351404,72,9.79404750439508,1258.069325
"Bubo bubo","ML985629.1",7.328422,33,4.50301579248575,1258.069325
"Bubo bubo","ML982242.1",7.143802,157,21.9770928701551,1258.069325
"Bubo bubo","ML986220.1",7.057801,84,11.9017240639117,1258.069325
"Bubo bubo","ML983578.1",6.935354,93,13.4095534272656,1258.069325
"Bubo bubo","ML981198.1",6.603589,71,10.7517290976165,1258.069325
"Bubo bubo","ML981709.1",6.405013,53,8.27476852896317,1258.069325
"Bubo bubo","ML979461.1",6.330947,176,27.7999484121412,1258.069325
"Bubo bubo","ML982470.1",6.073531,49,8.06779450043146,1258.069325
"Bubo bubo","ML981179.1",6.03266,66,10.9404474974555,1258.069325
"Bubo bubo","ML986463.1",6.025199,50,8.29848109581111,1258.069325
"Bubo bubo","ML983450.1",5.972664,116,19.4218191413413,1258.069325
"Bubo bubo","ML983908.1",5.959013,37,6.20908194024749,1258.069325
"Bubo bubo","ML980486.1",5.874425,78,13.2778952833682,1258.069325
"Bubo bubo","ML986464.1",5.851268,44,7.51973760217444,1258.069325
"Bubo bubo","ML979646.1",5.833553,124,21.2563424040203,1258.069325
"Bubo bubo","ML982152.1",5.833399,101,17.3140908070921,1258.069325
"Bubo bubo","ML981344.1",5.672487,80,14.103161452816,1258.069325
"Bubo bubo","ML985532.1",5.583075,45,8.06007442135382,1258.069325
"Bubo bubo","ML985068.1",5.40733,126,23.3017034284943,1258.069325
"Bubo bubo","ML984605.1",5.302192,65,12.2590807726314,1258.069325
"Bubo bubo","ML980237.1",5.183391,66,12.7329773115707,1258.069325
"Bubo bubo","ML986457.1",4.951226,23,4.64531411008102,1258.069325
"Bubo bubo","ML985298.1",4.855967,33,6.79576282128771,1258.069325
"Bubo bubo","ML984267.1",4.634769,29,6.25705401930495,1258.069325
"Bubo bubo","ML986055.1",4.588792,13,2.8329895972622,1258.069325
"Bubo bubo","ML983699.1",4.455336,61,13.6914477381728,1258.069325
"Bubo bubo","ML984563.1",4.256094,27,6.34384484929139,1258.069325
"Bubo bubo","ML986415.1",4.214004,54,12.81441593316,1258.069325
"Bubo bubo","ML986459.1",4.08809,52,12.7198765193526,1258.069325
"Bubo bubo","ML985626.1",4.072813,29,7.12038583652134,1258.069325
"Bubo bubo","ML986218.1",4.012198,36,8.97263794060014,1258.069325
