"species","name","size.Mb","genecount","genedens","asmblysize.Mb"
"Buteo japonicus","ML989766.1",31.377212,256,8.15878733904083,1259.715124
"Buteo japonicus","ML991762.1",23.448425,153,6.52495849934484,1259.715124
"Buteo japonicus","ML991733.1",20.339914,285,14.0118586538763,1259.715124
"Buteo japonicus","ML991761.1",19.848704,152,7.65793071426729,1259.715124
"Buteo japonicus","ML991747.1",16.935025,130,7.67639847003474,1259.715124
"Buteo japonicus","ML991748.1",16.607178,110,6.62364189749758,1259.715124
"Buteo japonicus","ML991512.1",15.845887,113,7.1311880489871,1259.715124
"Buteo japonicus","ML989504.1",15.640277,165,10.5496852773132,1259.715124
"Buteo japonicus","ML991760.1",15.132613,133,8.78896460247811,1259.715124
"Buteo japonicus","ML989845.1",15.055016,169,11.2254945461367,1259.715124
"Buteo japonicus","ML991770.1",14.708245,116,7.88673291748948,1259.715124
"Buteo japonicus","ML991253.1",14.119847,146,10.3400553844528,1259.715124
"Buteo japonicus","ML989762.1",13.862435,118,8.51221304193672,1259.715124
"Buteo japonicus","ML991758.1",13.822846,158,11.4303523312059,1259.715124
"Buteo japonicus","ML988449.1",13.705113,132,9.63144192973819,1259.715124
"Buteo japonicus","ML990454.1",13.52782,96,7.09648709104645,1259.715124
"Buteo japonicus","ML991002.1",13.122339,93,7.08715115498845,1259.715124
"Buteo japonicus","ML988187.1",12.935947,111,8.58074016537019,1259.715124
"Buteo japonicus","ML991113.1",12.533868,176,14.0419541676999,1259.715124
"Buteo japonicus","ML991736.1",11.895164,84,7.06169330662444,1259.715124
"Buteo japonicus","ML988633.1",11.520814,115,9.98193356823572,1259.715124
"Buteo japonicus","ML988735.1",11.29049,105,9.29986209633063,1259.715124
"Buteo japonicus","ML991458.1",11.237945,106,9.43232948728615,1259.715124
"Buteo japonicus","ML989075.1",11.153887,145,12.9999523932778,1259.715124
"Buteo japonicus","ML990251.1",11.034588,73,6.61556190407834,1259.715124
"Buteo japonicus","ML990978.1",10.913896,65,5.95571004158368,1259.715124
"Buteo japonicus","ML990169.1",10.836041,122,11.2587244732647,1259.715124
"Buteo japonicus","ML989709.1",10.738667,116,10.8020855847378,1259.715124
"Buteo japonicus","ML989996.1",10.644967,194,18.2245750503501,1259.715124
"Buteo japonicus","ML987941.1",10.369412,178,17.1658720860932,1259.715124
"Buteo japonicus","ML991767.1",10.26354,29,2.82553582876863,1259.715124
"Buteo japonicus","ML991498.1",10.2032,117,11.4669907480006,1259.715124
"Buteo japonicus","ML989926.1",9.844393,224,22.7540692453054,1259.715124
"Buteo japonicus","ML989419.1",9.505971,102,10.7300979563266,1259.715124
"Buteo japonicus","ML991553.1",9.350719,198,21.1748422768345,1259.715124
"Buteo japonicus","ML991754.1",9.160313,129,14.0824882293869,1259.715124
"Buteo japonicus","ML990342.1",9.127087,88,9.6416304566835,1259.715124
"Buteo japonicus","ML988026.1",9.012696,88,9.76400402276966,1259.715124
"Buteo japonicus","ML988233.1",8.981367,97,10.8001376627856,1259.715124
"Buteo japonicus","ML989908.1",8.947621,76,8.49387786988296,1259.715124
"Buteo japonicus","ML991755.1",8.807444,62,7.03949976860483,1259.715124
"Buteo japonicus","ML989719.1",8.752744,104,11.8819880942479,1259.715124
"Buteo japonicus","ML988207.1",8.729117,77,8.82105257610821,1259.715124
"Buteo japonicus","ML991752.1",8.653717,71,8.20456689304723,1259.715124
"Buteo japonicus","ML991270.1",8.623562,85,9.85671582114212,1259.715124
"Buteo japonicus","ML991125.1",8.610017,76,8.82692798399818,1259.715124
"Buteo japonicus","ML989417.1",8.496444,90,10.5926667674147,1259.715124
"Buteo japonicus","ML988161.1",8.290385,68,8.2022728739377,1259.715124
"Buteo japonicus","ML991610.1",7.935357,81,10.2074802683736,1259.715124
"Buteo japonicus","ML989506.1",7.75309,166,21.4108181383165,1259.715124
"Buteo japonicus","ML990180.1",7.677973,19,2.4746114632078,1259.715124
"Buteo japonicus","ML990624.1",7.490233,104,13.8847483115679,1259.715124
"Buteo japonicus","ML989947.1",7.468869,151,20.2172510991959,1259.715124
"Buteo japonicus","ML991496.1",7.426386,48,6.46343995585471,1259.715124
"Buteo japonicus","ML990192.1",7.384801,102,13.8121528257837,1259.715124
"Buteo japonicus","ML989065.1",7.174643,57,7.94464616566985,1259.715124
"Buteo japonicus","ML987683.1",7.102114,167,23.5141255124883,1259.715124
"Buteo japonicus","ML987703.1",6.816038,45,6.60207586870848,1259.715124
"Buteo japonicus","ML988825.1",6.703543,120,17.9009816152444,1259.715124
"Buteo japonicus","ML991763.1",6.655227,40,6.01031339727405,1259.715124
"Buteo japonicus","ML989567.1",6.623771,67,10.1150839906754,1259.715124
"Buteo japonicus","ML988093.1",6.569305,87,13.2434100715372,1259.715124
"Buteo japonicus","ML991753.1",6.555425,75,11.4409058146497,1259.715124
"Buteo japonicus","ML987692.1",6.518015,66,10.1257821591389,1259.715124
"Buteo japonicus","ML989377.1",6.43465,103,16.0070866325286,1259.715124
"Buteo japonicus","ML991759.1",6.41774,73,11.3747206960706,1259.715124
"Buteo japonicus","ML991742.1",6.275124,58,9.24284524098647,1259.715124
"Buteo japonicus","ML989189.1",6.165009,52,8.4346997709168,1259.715124
