"species","name","size.Mb","genecount","genedens","asmblysize.Mb"
"Capra hircus","1",157.403528,1133,7.19805975378138,2922.796603
"Capra hircus","2",136.510947,1131,8.28504984292579,2922.796603
"Capra hircus","4",120.734966,979,8.10867002687523,2922.796603
"Capra hircus","3",120.038259,1434,11.9461912555729,2922.796603
"Capra hircus","5",119.020588,1371,11.5190155168785,2922.796603
"Capra hircus","6",117.642375,776,6.59626261370531,2922.796603
"Capra hircus","8",112.672867,939,8.33386089305778,2922.796603
"Capra hircus","7",108.433636,1410,13.0033451981634,2922.796603
"Capra hircus","11",106.225002,1131,10.6472109080309,2922.796603
"Capra hircus","10",101.08756,1072,10.6046678740688,2922.796603
"Capra hircus","14",94.672733,650,6.86575721860697,2922.796603
"Capra hircus","9",91.568626,650,7.09850118314542,2922.796603
"Capra hircus","12",87.277232,489,5.60283580029211,2922.796603
"Capra hircus","13",83.034183,955,11.5012873673966,2922.796603
"Capra hircus","15",81.904557,1036,12.6488688535364,2922.796603
"Capra hircus","16",79.370172,760,9.57538557431878,2922.796603
"Capra hircus","20",71.784255,474,6.6031193052014,2922.796603
"Capra hircus","17",71.137785,663,9.31994157535268,2922.796603
"Capra hircus","21",69.425955,754,10.8604915841633,2922.796603
"Capra hircus","18",67.275902,1324,19.6801523374596,2922.796603
"Capra hircus","LWLT01000021.1",66.011198,485,7.34723826705887,2922.796603
"Capra hircus","19",62.51645,1356,21.6902911153784,2922.796603
"Capra hircus","24",62.310066,434,6.96516675170911,2922.796603
"Capra hircus","22",60.283066,641,10.6331685253036,2922.796603
"Capra hircus","26",51.421553,467,9.08179494306599,2922.796603
"Capra hircus","29",51.332696,735,14.318359588984,2922.796603
"Capra hircus","LWLT01000027.1",49.932331,319,6.38864626608359,2922.796603
"Capra hircus","23",48.866549,788,16.1255504250975,2922.796603
"Capra hircus","27",44.709034,339,7.58236020040156,2922.796603
"Capra hircus","28",44.672302,369,8.26015189456769,2922.796603
"Capra hircus","25",42.858509,790,18.432745758841,2922.796603
"Capra hircus","LWLT01000032.1",1.117381,10,8.94949887281062,2922.796603
"Capra hircus","LWLT01000033.1",0.895249,12,13.4040920459001,2922.796603
"Capra hircus","LWLT01000034.1",0.778666,10,12.8424767486958,2922.796603
"Capra hircus","LWLT01000035.1",0.773489,42,54.2994147298798,2922.796603
"Capra hircus","LWLT01000036.1",0.680611,21,30.8546291493967,2922.796603
"Capra hircus","LWLT01000037.1",0.656553,10,15.231062838796,2922.796603
"Capra hircus","LWLT01000038.1",0.639497,6,9.38237395953382,2922.796603
"Capra hircus","LWLT01000039.1",0.638451,6,9.39774548085914,2922.796603
"Capra hircus","LWLT01000041.1",0.581126,3,5.16239163279564,2922.796603
"Capra hircus","LWLT01000042.1",0.559617,24,42.8864741421365,2922.796603
"Capra hircus","LWLT01000043.1",0.546721,7,12.8036054953075,2922.796603
"Capra hircus","LWLT01000045.1",0.52819,1,1.89325810787785,2922.796603
"Capra hircus","LWLT01000046.1",0.526245,8,15.2020446750088,2922.796603
"Capra hircus","LWLT01000047.1",0.519723,5,9.62050938673101,2922.796603
"Capra hircus","LWLT01000048.1",0.490895,6,12.2225730553377,2922.796603
"Capra hircus","LWLT01000049.1",0.477693,6,12.5603682699977,2922.796603
"Capra hircus","LWLT01000050.1",0.458718,1,2.17998857685986,2922.796603
"Capra hircus","LWLT01000051.1",0.448392,4,8.92076575853271,2922.796603
"Capra hircus","LWLT01000052.1",0.440644,3,6.80821706411525,2922.796603
"Capra hircus","LWLT01000053.1",0.428278,10,23.3493198343132,2922.796603
"Capra hircus","LWLT01000054.1",0.406487,2,4.92020655027098,2922.796603
"Capra hircus","LWLT01000055.1",0.392493,2,5.09563227879223,2922.796603
"Capra hircus","LWLT01000056.1",0.386696,4,10.3440428657136,2922.796603
"Capra hircus","LWLT01000057.1",0.381639,3,7.86083183322459,2922.796603
"Capra hircus","LWLT01000058.1",0.313531,1,3.18947727656914,2922.796603
"Capra hircus","LWLT01000059.1",0.311358,1,3.21173697158897,2922.796603
"Capra hircus","LWLT01000060.1",0.309101,4,12.9407539930314,2922.796603
