"species","name","size.Mb","genecount","genedens","asmblysize.Mb"
"Poecilia mexicana","KQ550984.1",1.563227,42,26.8674990900234,801.711499
"Poecilia mexicana","KQ551005.1",1.481578,30,20.248680798446,801.711499
"Poecilia mexicana","KQ551018.1",1.390847,27,19.4126312958938,801.711499
"Poecilia mexicana","KQ550985.1",1.296563,60,46.2761932894892,801.711499
"Poecilia mexicana","KQ551040.1",1.280352,32,24.9931268901052,801.711499
"Poecilia mexicana","KQ551011.1",1.275669,77,60.3604853610145,801.711499
"Poecilia mexicana","KQ550986.1",1.234015,29,23.5005247099914,801.711499
"Poecilia mexicana","KQ551004.1",1.215376,55,45.2534853411619,801.711499
"Poecilia mexicana","KQ551194.1",1.187333,39,32.8467245498946,801.711499
"Poecilia mexicana","KQ551037.1",1.166945,34,29.1359061481047,801.711499
"Poecilia mexicana","KQ551057.1",1.135401,29,25.5416368313926,801.711499
"Poecilia mexicana","KQ551019.1",1.089206,33,30.2972991334973,801.711499
"Poecilia mexicana","KQ550987.1",1.063877,35,32.8985399627965,801.711499
"Poecilia mexicana","KQ550988.1",1.057176,35,33.1070701567194,801.711499
"Poecilia mexicana","KQ551007.1",1.04932,43,40.9789196813174,801.711499
"Poecilia mexicana","KQ550989.1",1.030719,27,26.1953063832141,801.711499
"Poecilia mexicana","KQ550990.1",0.998785,26,26.0316284285407,801.711499
"Poecilia mexicana","KQ550991.1",0.993598,24,24.1546379924275,801.711499
"Poecilia mexicana","KQ550992.1",0.982677,26,26.4583377854575,801.711499
"Poecilia mexicana","KQ551094.1",0.978051,19,19.4263898303872,801.711499
"Poecilia mexicana","KQ551422.1",0.964168,31,32.1520730826993,801.711499
"Poecilia mexicana","KQ550993.1",0.952553,43,45.141845125678,801.711499
"Poecilia mexicana","KQ550994.1",0.948345,39,41.1242743938124,801.711499
"Poecilia mexicana","KQ550995.1",0.943295,19,20.1421612539025,801.711499
"Poecilia mexicana","KQ550996.1",0.937994,33,35.1814617151069,801.711499
"Poecilia mexicana","KQ550997.1",0.934042,23,24.6241603696622,801.711499
"Poecilia mexicana","KQ551166.1",0.927629,49,52.8228418904541,801.711499
"Poecilia mexicana","KQ550998.1",0.921756,45,48.8198612214078,801.711499
"Poecilia mexicana","KQ551084.1",0.910376,18,19.7720502297952,801.711499
"Poecilia mexicana","KQ551280.1",0.908952,12,13.2020172682386,801.711499
"Poecilia mexicana","KQ551342.1",0.902759,11,12.184868829887,801.711499
"Poecilia mexicana","KQ550999.1",0.899936,20,22.2238025815169,801.711499
"Poecilia mexicana","KQ551241.1",0.891673,49,54.9528807085109,801.711499
"Poecilia mexicana","KQ551405.1",0.889785,40,44.9546800631613,801.711499
"Poecilia mexicana","KQ551003.1",0.885218,4,4.51866094001704,801.711499
"Poecilia mexicana","KQ551073.1",0.880542,49,55.6475443533642,801.711499
"Poecilia mexicana","KQ551000.1",0.873598,21,24.0385165716955,801.711499
"Poecilia mexicana","KQ551001.1",0.871001,10,11.4810430757255,801.711499
"Poecilia mexicana","KQ551002.1",0.868001,2,2.30414481089308,801.711499
"Poecilia mexicana","KQ551095.1",0.865542,51,58.9226172733386,801.711499
"Poecilia mexicana","KQ551045.1",0.849204,32,37.6823472334092,801.711499
"Poecilia mexicana","KQ551079.1",0.848121,32,37.7304653463362,801.711499
"Poecilia mexicana","KQ551006.1",0.838921,39,46.4882867397526,801.711499
"Poecilia mexicana","KQ551016.1",0.838623,26,31.0032040618967,801.711499
"Poecilia mexicana","KQ551009.1",0.833594,10,11.9962475737589,801.711499
"Poecilia mexicana","KQ551113.1",0.831117,26,31.2832008008499,801.711499
