"species","name","size.Mb","genecount","genedens","asmblysize.Mb"
"Canis lupus familiaris","X",127.069619,1401,11.0254521184958,2396.858295
"Canis lupus familiaris","1",123.313939,1808,14.6617650418255,2396.858295
"Canis lupus familiaris","3",92.870237,890,9.58326401169839,2396.858295
"Canis lupus familiaris","5",89.573405,1399,15.6184751489574,2396.858295
"Canis lupus familiaris","4",89.007665,906,10.1788986375499,2396.858295
"Canis lupus familiaris","2",86.187811,1122,13.0180821044405,2396.858295
"Canis lupus familiaris","7",81.039452,944,11.6486473773293,2396.858295
"Canis lupus familiaris","6",78.268176,1270,16.226262893874,2396.858295
"Canis lupus familiaris","11",75.541347,837,11.0800248240212,2396.858295
"Canis lupus familiaris","8",75.260524,1101,14.6291832887052,2396.858295
"Canis lupus familiaris","12",73.497294,878,11.9460180397934,2396.858295
"Canis lupus familiaris","10",70.361,951,13.5160102897912,2396.858295
"Canis lupus familiaris","17",65.471548,890,13.5936911099154,2396.858295
"Canis lupus familiaris","15",65.2006,808,12.392523995178,2396.858295
"Canis lupus familiaris","13",64.037277,622,9.71309257887402,2396.858295
"Canis lupus familiaris","22",62.106979,467,7.51928378290627,2396.858295
"Canis lupus familiaris","16",62.021213,685,11.0446082375074,2396.858295
"Canis lupus familiaris","9",62.002293,1434,23.1281768885548,2396.858295
"Canis lupus familiaris","14",61.043064,600,9.82912653270485,2396.858295
"Canis lupus familiaris","20",58.896461,1229,20.8671281624205,2396.858295
"Canis lupus familiaris","18",56.883407,1017,17.8786759379585,2396.858295
"Canis lupus familiaris","19",55.265241,413,7.47305164198958,2396.858295
"Canis lupus familiaris","23",53.282923,549,10.3034887932105,2396.858295
"Canis lupus familiaris","21",52.140716,833,15.9759984883982,2396.858295
"Canis lupus familiaris","25",51.941001,652,12.5527037878997,2396.858295
"Canis lupus familiaris","24",48.838997,735,15.0494491113321,2396.858295
"Canis lupus familiaris","27",46.248802,758,16.3896137244809,2396.858295
"Canis lupus familiaris","34",42.263871,403,9.5353310159403,2396.858295
"Canis lupus familiaris","29",42.049852,361,8.58504805201217,2396.858295
"Canis lupus familiaris","28",41.862212,513,12.2544886065744,2396.858295
"Canis lupus familiaris","26",40.674351,632,15.5380475523752,2396.858295
"Canis lupus familiaris","30",40.414903,599,14.8212653139363,2396.858295
"Canis lupus familiaris","31",39.518933,371,9.38790528580314,2396.858295
"Canis lupus familiaris","32",39.023732,384,9.84016597899965,2396.858295
"Canis lupus familiaris","33",31.649084,382,12.0698595889853,2396.858295
"Canis lupus familiaris","36",31.065185,337,10.8481568675673,2396.858295
"Canis lupus familiaris","37",30.932408,338,10.9270510074741,2396.858295
"Canis lupus familiaris","35",26.942268,355,13.1763220527685,2396.858295
"Canis lupus familiaris","38",24.102048,306,12.6960165376818,2396.858295
"Canis lupus familiaris","JAAUVH010000248.1",3.974031,56,14.0914854463893,2396.858295
"Canis lupus familiaris","Y",3.937623,2,0.507920641463137,2396.858295
"Canis lupus familiaris","JAAUVH010000270.1",1.603267,35,21.8304250009512,2396.858295
"Canis lupus familiaris","JAAUVH010000259.1",1.569522,20,12.7427331378598,2396.858295
"Canis lupus familiaris","JAAUVH010000289.1",1.221461,14,11.4616839997347,2396.858295
"Canis lupus familiaris","JAAUVH010000281.1",1.150314,2,1.73865570618109,2396.858295
"Canis lupus familiaris","JAAUVH010000290.1",0.887828,6,6.75806575147439,2396.858295
"Canis lupus familiaris","JAAUVH010000293.1",0.706478,6,8.4928334640286,2396.858295
"Canis lupus familiaris","JAAUVH010000294.1",0.470734,4,8.4973679402805,2396.858295
"Canis lupus familiaris","JAAUVH010000298.1",0.334733,2,5.97491134725289,2396.858295
"Canis lupus familiaris","JAAUVH010000324.1",0.321138,12,37.3671132036695,2396.858295
"Canis lupus familiaris","JAAUVH010000296.1",0.261,6,22.9885057471264,2396.858295
"Canis lupus familiaris","JAAUVH010000003.1",0.221922,10,45.0608772451582,2396.858295
"Canis lupus familiaris","JAAUVH010000225.1",0.17698,5,28.2517798621313,2396.858295
"Canis lupus familiaris","JAAUVH010000015.1",0.165949,2,12.0518954618588,2396.858295
"Canis lupus familiaris","JAAUVH010000082.1",0.162917,7,42.9666640068256,2396.858295
"Canis lupus familiaris","JAAUVH010000300.1",0.158736,4,25.1990726741256,2396.858295
"Canis lupus familiaris","JAAUVH010000049.1",0.157936,6,37.9900719278695,2396.858295
"Canis lupus familiaris","JAAUVH010000312.1",0.155037,3,19.3502196249927,2396.858295
"Canis lupus familiaris","JAAUVH010000091.1",0.150821,2,13.2607528129372,2396.858295
"Canis lupus familiaris","JAAUVH010000007.1",0.149672,6,40.0876583462505,2396.858295
"Canis lupus familiaris","JAAUVH010000299.1",0.145651,3,20.597180932503,2396.858295
"Canis lupus familiaris","JAAUVH010000005.1",0.141329,2,14.151377282794,2396.858295
"Canis lupus familiaris","JAAUVH010000250.1",0.138571,5,36.0825858224304,2396.858295
"Canis lupus familiaris","JAAUVH010000090.1",0.137165,5,36.4524477818686,2396.858295
"Canis lupus familiaris","JAAUVH010000111.1",0.132729,2,15.0682970564082,2396.858295
"Canis lupus familiaris","JAAUVH010000134.1",0.132153,2,15.1339735004124,2396.858295
"Canis lupus familiaris","JAAUVH010000218.1",0.128984,1,7.75289958444458,2396.858295
"Canis lupus familiaris","JAAUVH010000158.1",0.127094,4,31.4727681873259,2396.858295
"Canis lupus familiaris","JAAUVH010000236.1",0.12643,6,47.457090880329,2396.858295
