"species","name","size.Mb","genecount","genedens","asmblysize.Mb"
"Echinops telfairi","GeneScaffold_9140",1.762968,5,2.83612635056337,3833.568392
"Echinops telfairi","GeneScaffold_8518",1.516334,5,3.29742655641831,3833.568392
"Echinops telfairi","GeneScaffold_207",1.344132,3,2.23192365035577,3833.568392
"Echinops telfairi","GeneScaffold_319",1.153333,4,3.46820909485812,3833.568392
"Echinops telfairi","GeneScaffold_7355",1.117001,1,0.895254346236037,3833.568392
"Echinops telfairi","GeneScaffold_8860",1.019727,5,4.90327313094583,3833.568392
"Echinops telfairi","GeneScaffold_7997",1.012618,1,0.987539229995912,3833.568392
"Echinops telfairi","GeneScaffold_6926",1.002943,3,2.99119690750122,3833.568392
"Echinops telfairi","GeneScaffold_6570",0.966354,2,2.06963493709345,3833.568392
"Echinops telfairi","GeneScaffold_575",0.946221,5,5.2841777977872,3833.568392
"Echinops telfairi","GeneScaffold_8017",0.930595,1,1.07458131625465,3833.568392
"Echinops telfairi","GeneScaffold_4358",0.908651,5,5.50266273849916,3833.568392
"Echinops telfairi","GeneScaffold_3438",0.891043,4,4.48912117597018,3833.568392
"Echinops telfairi","GeneScaffold_8172",0.886627,2,2.25574001242913,3833.568392
"Echinops telfairi","GeneScaffold_6365",0.874306,4,4.57505724540378,3833.568392
"Echinops telfairi","GeneScaffold_6785",0.868655,4,4.6048200954349,3833.568392
"Echinops telfairi","GeneScaffold_5390",0.840004,2,2.38094104313789,3833.568392
"Echinops telfairi","GeneScaffold_4162",0.838404,3,3.57822720311449,3833.568392
"Echinops telfairi","GeneScaffold_2411",0.823668,2,2.42816280345965,3833.568392
"Echinops telfairi","GeneScaffold_1126",0.82086,5,6.09117267256292,3833.568392
"Echinops telfairi","GeneScaffold_5454",0.818128,3,3.66690786771752,3833.568392
"Echinops telfairi","GeneScaffold_7181",0.81793,4,4.89039404350006,3833.568392
"Echinops telfairi","GeneScaffold_8908",0.816887,2,2.44831904535144,3833.568392
"Echinops telfairi","GeneScaffold_5601",0.807777,3,3.71389628573233,3833.568392
"Echinops telfairi","GeneScaffold_8097",0.802665,2,2.49169952595417,3833.568392
"Echinops telfairi","GeneScaffold_5798",0.800124,2,2.49961256005319,3833.568392
"Echinops telfairi","GeneScaffold_5166",0.799752,2,2.5007752403245,3833.568392
"Echinops telfairi","GeneScaffold_197",0.796006,6,7.53763162589227,3833.568392
"Echinops telfairi","GeneScaffold_121",0.790169,3,3.79665615836612,3833.568392
"Echinops telfairi","GeneScaffold_8658",0.780356,3,3.84439922291877,3833.568392
