"species","name","size.Mb","genecount","genedens","asmblysize.Mb"
"Anser cygnoides","KZ155842.1",20.207557,300,14.8459311533799,1130.276682
"Anser cygnoides","KZ155843.1",17.01712,445,26.1501358631778,1130.276682
"Anser cygnoides","KZ155844.1",15.666746,299,19.0850097397379,1130.276682
"Anser cygnoides","KZ155845.1",15.584235,317,20.3410690354708,1130.276682
"Anser cygnoides","KZ155846.1",12.884622,161,12.4955159724515,1130.276682
"Anser cygnoides","KZ155847.1",12.609348,133,10.5477301443342,1130.276682
"Anser cygnoides","KZ155848.1",12.298643,347,28.2144948837038,1130.276682
"Anser cygnoides","KZ155849.1",12.033795,228,18.946641520817,1130.276682
"Anser cygnoides","KZ155850.1",11.489424,146,12.7073385053942,1130.276682
"Anser cygnoides","KZ155851.1",11.106379,149,13.4157136182729,1130.276682
"Anser cygnoides","KZ155852.1",10.311271,126,12.21963810281,1130.276682
"Anser cygnoides","KZ155853.1",10.250643,112,10.9261438526344,1130.276682
"Anser cygnoides","KZ155854.1",10.015869,191,19.069738232399,1130.276682
"Anser cygnoides","KZ155855.1",9.576335,189,19.736151669715,1130.276682
"Anser cygnoides","KZ155856.1",9.565776,154,16.0990598149068,1130.276682
"Anser cygnoides","KZ155857.1",9.193104,104,11.3128275281124,1130.276682
"Anser cygnoides","KZ155858.1",9.16557,175,19.0931933311294,1130.276682
"Anser cygnoides","KZ155859.1",8.996006,103,11.4495254894228,1130.276682
"Anser cygnoides","KZ155860.1",8.949512,132,14.7494075654628,1130.276682
"Anser cygnoides","KZ155861.1",8.633346,162,18.7644512336237,1130.276682
"Anser cygnoides","KZ155862.1",8.613074,95,11.0297438521949,1130.276682
"Anser cygnoides","KZ155863.1",8.521951,146,17.1322271155983,1130.276682
"Anser cygnoides","KZ155864.1",8.45772,106,12.5329284960959,1130.276682
"Anser cygnoides","KZ155865.1",8.247937,111,13.4579107478634,1130.276682
"Anser cygnoides","KZ155866.1",8.00069,51,6.37445020366993,1130.276682
"Anser cygnoides","KZ155867.1",7.892272,127,16.0916907070613,1130.276682
"Anser cygnoides","KZ155868.1",7.853899,210,26.738311760821,1130.276682
"Anser cygnoides","KZ155869.1",7.821223,203,25.955020078062,1130.276682
"Anser cygnoides","KZ155870.1",7.769173,234,30.1190358356031,1130.276682
"Anser cygnoides","KZ155871.1",7.69108,116,15.0824071521815,1130.276682
"Anser cygnoides","KZ155872.1",7.424862,187,25.1856532821755,1130.276682
"Anser cygnoides","KZ155873.1",7.413805,98,13.2185834399475,1130.276682
"Anser cygnoides","KZ155874.1",7.407969,71,9.58427336831458,1130.276682
"Anser cygnoides","KZ155875.1",7.374281,88,11.9333667919625,1130.276682
"Anser cygnoides","KZ155876.1",7.308977,84,11.4927164225582,1130.276682
"Anser cygnoides","KZ155877.1",7.303825,147,20.1264405979059,1130.276682
"Anser cygnoides","KZ155878.1",7.254687,92,12.6814568292195,1130.276682
"Anser cygnoides","KZ155879.1",7.234935,71,9.8134952145389,1130.276682
"Anser cygnoides","KZ155880.1",7.191153,75,10.4294818925421,1130.276682
"Anser cygnoides","KZ155881.1",7.146519,110,15.3921090813584,1130.276682
"Anser cygnoides","KZ155882.1",6.996542,212,30.3006828230289,1130.276682
"Anser cygnoides","KZ155883.1",6.933644,75,10.8168230154303,1130.276682
"Anser cygnoides","KZ155884.1",6.750455,188,27.8499745572706,1130.276682
"Anser cygnoides","KZ155885.1",6.575037,87,13.2318647028146,1130.276682
"Anser cygnoides","KZ155886.1",6.554554,72,10.9847290906445,1130.276682
"Anser cygnoides","KZ155887.1",6.468254,80,12.3680980988069,1130.276682
"Anser cygnoides","KZ155888.1",6.388047,102,15.967321467735,1130.276682
"Anser cygnoides","KZ155889.1",6.306732,133,21.0885764608358,1130.276682
"Anser cygnoides","KZ155890.1",6.250586,91,14.5586349823841,1130.276682
"Anser cygnoides","KZ155891.1",6.245049,117,18.7348409916399,1130.276682
"Anser cygnoides","KZ155892.1",6.233898,76,12.1914089707595,1130.276682
"Anser cygnoides","KZ155893.1",6.125538,83,13.5498302353197,1130.276682
"Anser cygnoides","KZ155894.1",6.100966,81,13.2765860357196,1130.276682
"Anser cygnoides","KZ155895.1",5.949047,105,17.6498857716202,1130.276682
"Anser cygnoides","KZ155896.1",5.860458,226,38.5635388906464,1130.276682
"Anser cygnoides","KZ155897.1",5.842269,69,11.8104797981743,1130.276682
"Anser cygnoides","KZ155898.1",5.506682,90,16.3437801565444,1130.276682
"Anser cygnoides","KZ155899.1",5.491558,60,10.9258611126387,1130.276682
"Anser cygnoides","KZ155900.1",5.377135,63,11.7162764185761,1130.276682
"Anser cygnoides","KZ155901.1",5.354669,89,16.6210086935346,1130.276682
"Anser cygnoides","KZ155902.1",5.352182,48,8.96830488948246,1130.276682
"Anser cygnoides","KZ155903.1",5.347262,85,15.895985646486,1130.276682
"Anser cygnoides","KZ155904.1",5.339971,56,10.4869483373599,1130.276682
"Anser cygnoides","KZ155905.1",5.293688,105,19.8349430491559,1130.276682
"Anser cygnoides","KZ155906.1",5.201981,53,10.1884262937523,1130.276682
"Anser cygnoides","KZ155907.1",5.14227,61,11.8624654092453,1130.276682
"Anser cygnoides","KZ155908.1",5.14018,66,12.8400172756596,1130.276682
"Anser cygnoides","KZ155909.1",5.103766,171,33.5046708646125,1130.276682
"Anser cygnoides","KZ155910.1",5.061899,88,17.384779901772,1130.276682
"Anser cygnoides","KZ155911.1",5.030159,63,12.524454992377,1130.276682
"Anser cygnoides","KZ155912.1",5.027881,160,31.8225510906086,1130.276682
"Anser cygnoides","KZ155913.1",4.959248,148,29.8432342968128,1130.276682
"Anser cygnoides","KZ155914.1",4.820172,85,17.6342255006668,1130.276682
"Anser cygnoides","KZ155915.1",4.761692,125,26.2511729024053,1130.276682
"Anser cygnoides","KZ155916.1",4.747063,57,12.0074243800851,1130.276682
"Anser cygnoides","KZ155917.1",4.738896,53,11.1840394893663,1130.276682
"Anser cygnoides","KZ155918.1",4.550919,112,24.6104138526746,1130.276682
"Anser cygnoides","KZ155919.1",4.540805,59,12.9932908371974,1130.276682
"Anser cygnoides","KZ155920.1",4.396497,32,7.27852196874011,1130.276682
"Anser cygnoides","KZ155921.1",4.354029,45,10.3352550017467,1130.276682
