"species","name","size.Mb","genecount","genedens","asmblysize.Mb"
"Parus major","2",150.265477,1838,12.231685126185,1020.293992
"Parus major","1",114.05986,1577,13.8260734319681,1020.293992
"Parus major","3",111.636321,1584,14.1889305004954,1020.293992
"Parus major","Z",74.514349,1006,13.5007554048416,1020.293992
"Parus major","1A",71.365269,1086,15.2174862537126,1020.293992
"Parus major","4",68.030631,1002,14.7286595063333,1020.293992
"Parus major","5",61.875929,1174,18.9734525036384,1020.293992
"Parus major","7",37.653027,674,17.9002872730524,1020.293992
"Parus major","6",34.342011,654,19.0437304326762,1020.293992
"Parus major","8",31.324166,633,20.2080400161332,1020.293992
"Parus major","9",25.106277,569,22.663654989547,1020.293992
"Parus major","12",20.46635,424,20.7169329167145,1020.293992
"Parus major","11",20.315886,461,22.6916020300567,1020.293992
"Parus major","10",20.202851,523,25.8874353921632,1020.293992
"Parus major","4A",19.934923,444,22.2724712806766,1020.293992
"Parus major","13",16.48034,403,24.4533789958217,1020.293992
"Parus major","14",16.193477,477,29.4563051529946,1020.293992
"Parus major","20",14.661763,414,28.2367134157059,1020.293992
"Parus major","15",13.820886,438,31.6911665431579,1020.293992
"Parus major","18",11.572643,360,31.1078463234371,1020.293992
"Parus major","17",10.486032,332,31.6611660158962,1020.293992
"Parus major","19",9.871655,378,38.2914516360225,1020.293992
"Parus major","21",7.693166,294,38.2157358881896,1020.293992
"Parus major","24",6.808513,211,30.9906142501307,1020.293992
"Parus major","23",6.655392,304,45.6772493641246,1020.293992
"Parus major","26",6.596997,309,46.8394937878553,1020.293992
"Parus major","28",5.10101,296,58.0277239213411,1020.293992
"Parus major","27",4.327975,234,54.0668557466252,1020.293992
"Parus major","22",4.276343,198,46.3012438431623,1020.293992
"Parus major","KQ954623.1",2.566323,19,7.40358871428109,1020.293992
"Parus major","25LG1",1.09296,86,78.6854047723613,1020.293992
"Parus major","KQ954624.1",0.861987,19,22.0420957624651,1020.293992
"Parus major","25LG2",0.809223,93,114.925057740573,1020.293992
"Parus major","LGE22",0.773534,49,63.345631866214,1020.293992
"Parus major","KQ954625.1",0.657964,62,94.2300794572347,1020.293992
"Parus major","KQ954626.1",0.489712,18,36.7562975789852,1020.293992
"Parus major","KQ954627.1",0.441427,3,6.7961406982355,1020.293992
"Parus major","KQ954628.1",0.422071,21,49.7546621303051,1020.293992
"Parus major","KQ954629.1",0.378167,25,66.1083595342798,1020.293992
"Parus major","KQ954630.1",0.362917,20,55.109019417663,1020.293992
"Parus major","KQ954631.1",0.275731,1,3.62672314683514,1020.293992
"Parus major","KQ954632.1",0.263591,4,15.1750249439473,1020.293992
"Parus major","KQ954633.1",0.257311,20,77.7269529868525,1020.293992
"Parus major","KQ954634.1",0.230853,21,90.9669789866279,1020.293992
"Parus major","KQ954636.1",0.210744,16,75.9214971719242,1020.293992
"Parus major","KQ954635.1",0.201175,3,14.9123897104511,1020.293992
"Parus major","KQ954637.1",0.185635,4,21.5476607320818,1020.293992
"Parus major","KQ954640.1",0.18382,13,70.7213578500707,1020.293992
"Parus major","KQ954644.1",0.180093,12,66.6322400093285,1020.293992
"Parus major","KQ954639.1",0.178978,8,44.6982310675055,1020.293992
"Parus major","KQ954638.1",0.171615,1,5.82699647466713,1020.293992
"Parus major","KQ954641.1",0.171232,8,46.7202392076248,1020.293992
"Parus major","KQ954646.1",0.150607,13,86.3173690465915,1020.293992
"Parus major","KQ954642.1",0.147986,3,20.2721879096671,1020.293992
"Parus major","KQ954645.1",0.138454,21,151.674924523669,1020.293992
"Parus major","KQ954643.1",0.134206,3,22.3536950657944,1020.293992
"Parus major","KQ954652.1",0.133682,7,52.3630705704583,1020.293992
"Parus major","KQ954651.1",0.132963,3,22.5626678098418,1020.293992
"Parus major","KQ954648.1",0.1198,17,141.903171953255,1020.293992
"Parus major","KQ954650.1",0.117055,13,111.058903934048,1020.293992
"Parus major","KQ954653.1",0.116023,5,43.0949035967007,1020.293992
"Parus major","KQ954656.1",0.114924,2,17.4028053322196,1020.293992
"Parus major","KQ954662.1",0.114463,10,87.3644758568271,1020.293992
"Parus major","KQ954649.1",0.11433,2,17.4932213767165,1020.293992
"Parus major","KQ954647.1",0.113893,1,8.78017086212498,1020.293992
"Parus major","KQ954660.1",0.107729,8,74.2604127022436,1020.293992
"Parus major","KQ954657.1",0.103988,9,86.5484478978344,1020.293992
"Parus major","KQ954654.1",0.097637,5,51.2100945338345,1020.293992
"Parus major","KQ954655.1",0.097421,6,61.5883639051129,1020.293992
"Parus major","KQ954677.1",0.09488,5,52.6981450252951,1020.293992
"Parus major","KQ954664.1",0.09377,3,31.9931747893783,1020.293992
"Parus major","KQ954670.1",0.093058,6,64.4759182445357,1020.293992
"Parus major","KQ954661.1",0.090922,1,10.9984382217725,1020.293992
"Parus major","KQ954659.1",0.089498,7,78.2140383025319,1020.293992
"Parus major","JRXK01020407.1",0.088378,2,22.6300663060943,1020.293992
"Parus major","KQ954658.1",0.087202,2,22.9352537785831,1020.293992
"Parus major","KQ954663.1",0.083268,3,36.0282461449777,1020.293992
"Parus major","KQ954666.1",0.081246,2,24.6165965093666,1020.293992
